chrom	position	2,0	1,1	0,2
Chrom1	22043	2.5504e-05	0.998611	0.00136391
Chrom1	23135	7.0285e-06	0.999265	0.000727755
Chrom1	24376	2.81343e-05	0.999894	7.79249e-05
Chrom1	40025	2.10464e-06	0.999577	0.000420547
Chrom1	71493	7.33888e-06	0.999502	0.000490972
Chrom1	74381	2.93514e-06	0.999244	0.00075275
Chrom1	78086	5.56557e-06	0.99946	0.000534256
Chrom1	141357	1.11011e-06	0.999898	0.000100976
Chrom1	142437	9.3421e-07	0.999898	0.000101533
Chrom1	145265	1.50628e-07	0.999915	8.45035e-05
Chrom1	147704	4.65112e-07	0.999903	9.67473e-05
Chrom1	150806	8.53214e-07	0.999994	5.54694e-06
Chrom1	155147	5.90966e-07	0.99998	1.94205e-05
Chrom1	156218	8.03924e-07	0.999988	1.13208e-05
Chrom1	157429	6.81136e-07	0.999985	1.44484e-05
Chrom1	159411	6.64531e-07	0.999988	1.14099e-05
Chrom1	166143	1.12265e-06	0.999999	1.26745e-07
Chrom1	168857	3.33094e-07	1	7.68435e-08
Chrom1	170580	3.1036e-07	0.999999	7.53088e-07
Chrom1	172272	3.95209e-07	0.999999	5.0859e-07
Chrom1	174349	2.32453e-07	0.999999	6.59575e-07
Chrom1	176578	5.55348e-07	0.999999	2.83421e-07
Chrom1	178728	3.35299e-07	1	3.16597e-08
Chrom1	182154	4.98712e-07	0.999999	2.56483e-07
Chrom1	183166	5.05662e-07	0.999999	2.58435e-07
Chrom1	185562	4.74179e-07	0.999999	2.87855e-07
Chrom1	196026	3.34272e-07	0.999999	2.78963e-07
Chrom1	200468	8.78097e-07	0.999999	1.2675e-07
Chrom1	201551	9.18048e-07	0.999999	1.15686e-07
Chrom1	202582	7.28098e-07	0.999999	1.76008e-07
Chrom1	206962	6.35337e-07	0.999999	2.06473e-07
Chrom1	208769	3.6742e-07	0.999999	2.9528e-07
Chrom1	214462	9.74385e-07	0.999999	9.2257e-08
Chrom1	235392	6.21871e-07	0.999999	1.09909e-07
Chrom1	236430	3.23284e-07	0.999999	1.99489e-07
Chrom1	237433	4.89023e-07	0.999999	3.68985e-08
Chrom1	238648	2.48948e-07	1	2.41491e-07
Chrom1	255920	7.895e-08	1	2.97287e-08
Chrom1	257788	2.49797e-08	1	4.33276e-07
Chrom1	260446	8.28012e-09	1	3.90082e-07
Chrom1	264040	4.32959e-08	1	3.74267e-07
Chrom1	269419	1.41636e-08	0.999999	6.91095e-07
Chrom1	272580	5.84875e-09	0.999999	5.48197e-07
Chrom1	310408	5.86569e-07	0.999999	5.50224e-07
Chrom1	340991	8.83211e-07	0.999999	8.02738e-08
Chrom1	345233	3.23193e-07	1	1.1564e-08
Chrom1	347205	3.16226e-07	1	1.82072e-07
Chrom1	349026	4.88224e-07	0.999999	1.60793e-07
Chrom1	350051	2.76856e-07	1	1.51194e-08
Chrom1	352155	3.60962e-07	0.999999	4.54354e-07
Chrom1	367723	1.07213e-06	0.999998	1.40748e-06
Chrom1	495613	2.47508e-06	0.999991	7.01112e-06
Chrom1	506155	6.69277e-06	0.999991	2.29825e-06
Chrom1	511162	6.41114e-06	0.999991	2.20464e-06
Chrom1	532721	1.1593e-05	0.999988	3.71945e-07
Chrom1	533739	7.46495e-06	0.999992	8.08575e-07
Chrom1	534777	4.34269e-06	0.999994	1.29881e-06
Chrom1	536560	4.0213e-06	0.999995	1.01582e-06
Chrom1	537611	6.33903e-06	0.999993	7.50033e-07
Chrom1	538781	7.88019e-06	0.999992	5.00683e-07
Chrom1	539857	2.54844e-05	0.999974	3.39172e-08
Chrom1	541064	9.92724e-06	0.99999	3.07988e-07
Chrom1	542736	8.79651e-06	0.999991	3.77466e-07
Chrom1	554392	8.01165e-06	0.999992	4.5937e-07
Chrom1	566500	9.32826e-06	0.999991	8.65024e-08
Chrom1	568755	7.82233e-06	0.999992	5.45684e-07
Chrom1	636344	4.51111e-06	0.999993	2.63122e-06
Chrom1	705849	4.46532e-07	0.999999	1.87895e-07
Chrom1	717236	4.86006e-07	0.999996	3.27623e-06
Chrom1	720626	4.27753e-08	0.999998	2.1104e-06
Chrom1	749815	1.11816e-07	0.999989	1.10069e-05
Chrom1	852403	1.71239e-06	0.999974	2.44455e-05
Chrom1	893880	1.02333e-06	0.99997	2.92826e-05
Chrom1	896526	9.5603e-07	0.999969	2.95678e-05
Chrom1	900852	8.39961e-07	0.999969	3.00281e-05
Chrom1	902283	2.88808e-07	0.99996	3.98866e-05
Chrom1	918854	8.95834e-07	0.999972	2.69035e-05
Chrom1	919917	8.02373e-08	0.999761	0.000239155
Chrom1	922447	1.04604e-06	0.999989	1.03262e-05
Chrom1	933148	1.67655e-06	0.999969	2.924e-05
Chrom1	1093865	6.13682e-06	0.999987	7.24137e-06
Chrom1	1162127	2.00415e-05	0.99998	8.43158e-08
Chrom1	1169636	5.89374e-06	0.999993	6.94573e-07
Chrom1	1175245	6.04554e-06	0.999993	5.45086e-07
Chrom1	1176900	5.14215e-06	0.999994	5.93766e-07
Chrom1	1179010	4.57349e-06	0.999995	6.05829e-07
Chrom1	1194054	7.92868e-07	0.999998	9.69586e-07
Chrom1	1199489	1.50679e-06	0.999998	2.80255e-08
Chrom1	1203549	1.187e-06	0.999999	2.9782e-08
Chrom1	1207266	5.14663e-07	0.999998	1.02222e-06
Chrom1	1218100	9.28483e-07	0.999998	7.189e-07
Chrom1	1219338	1.36511e-06	0.999998	5.52449e-07
Chrom1	1232630	1.42263e-06	0.999998	5.7723e-07
Chrom1	1280060	1.8672e-06	0.999998	2.01825e-08
Chrom1	1282118	9.6735e-07	0.999999	8.72592e-08
Chrom1	1283228	1.01942e-06	0.999999	7.71177e-08
Chrom1	1284985	9.55719e-08	1	4.1841e-08
Chrom1	1288969	9.25026e-07	0.999999	9.42731e-08
Chrom1	1302901	1.18161e-06	0.999999	8.55047e-08
Chrom1	1304749	1.41143e-06	0.999999	4.23023e-08
Chrom1	1306750	2.12624e-06	0.999998	2.14142e-08
Chrom1	1309961	5.27619e-07	0.999999	2.48489e-07
Chrom1	1317678	1.3147e-06	0.999999	1.38514e-07
Chrom1	1318981	1.33185e-06	0.999999	1.3889e-07
Chrom1	1322716	1.37726e-06	0.999998	1.36205e-07
Chrom1	1323726	1.51423e-06	0.999998	2.04167e-08
Chrom1	1325321	3.05124e-06	0.999997	6.50058e-08
Chrom1	1336085	1.16512e-06	0.999998	9.82783e-07
Chrom1	1347753	1.49748e-07	0.999998	1.95217e-06
Chrom1	1397263	7.12019e-07	0.999991	8.47067e-06
Chrom1	1401553	8.86037e-07	0.999991	7.75004e-06
Chrom1	1436099	2.25357e-06	0.999994	4.00985e-06
Chrom1	1456349	9.51361e-06	0.99999	4.55584e-07
Chrom1	1457362	3.42836e-06	0.999996	1.14587e-07
Chrom1	1459270	3.0871e-06	0.999994	2.53357e-06
Chrom1	1469496	1.23211e-05	0.999987	8.10006e-07
Chrom1	1608111	2.87532e-05	0.999969	1.77279e-06
Chrom1	1792838	4.08569e-05	0.999958	8.04771e-07
Chrom1	1969396	2.03834e-06	0.999987	1.05622e-05
Chrom1	2212469	8.18507e-05	0.999869	4.95496e-05
Chrom1	2255703	0.000117913	0.999843	3.94926e-05
Chrom1	2501734	0.000166115	0.9998	3.42614e-05
Chrom1	2642431	8.53671e-05	0.999875	3.96849e-05
Chrom1	2689535	8.07049e-05	0.999895	2.39664e-05
Chrom1	2691018	0.000187327	0.999797	1.60677e-05
Chrom1	2714575	0.000219922	0.999778	2.5239e-06
Chrom1	2790317	0.000217883	0.999774	7.96785e-06
Chrom1	2831551	0.000256339	0.999739	4.37589e-06
Chrom1	2847529	0.000289253	0.999708	2.71564e-06
Chrom1	2851172	0.000316483	0.999681	2.19081e-06
Chrom1	2875162	0.000311229	0.999688	9.06023e-07
Chrom1	2881408	0.000173442	0.999826	6.28824e-08
Chrom1	2882687	0.000316518	0.999683	5.40713e-07
Chrom1	2911017	0.000935673	0.999064	6.22215e-08
Chrom1	2920006	0.000293119	0.999705	2.16512e-06
Chrom1	2961592	0.000270767	0.999721	8.65161e-06
Chrom1	2962981	0.000232348	0.999757	1.04824e-05
Chrom1	2964100	0.00015149	0.999833	1.51046e-05
Chrom1	2965176	0.000259939	0.999731	9.31384e-06
Chrom1	2967817	0.000289251	0.999702	8.54692e-06
Chrom1	2978424	0.000293388	0.999698	8.78232e-06
Chrom1	2985338	0.00029606	0.999695	8.91154e-06
Chrom1	3024789	0.000310943	0.99968	9.28324e-06
Chrom1	3047305	0.000319159	0.999672	9.21646e-06
Chrom1	3059340	0.000323467	0.999667	9.09765e-06
Chrom1	3131111	0.000454724	0.99954	5.55841e-06
Chrom1	3176594	0.0003553	0.999639	5.86561e-06
Chrom1	3177974	0.00035551	0.999639	5.8126e-06
Chrom1	3207662	0.000403741	0.999592	3.93987e-06
Chrom1	3210291	0.000411415	0.999585	3.84528e-06
Chrom1	3221808	0.000145643	0.999845	9.76279e-06
Chrom1	3222811	0.000360616	0.999636	3.85271e-06
Chrom1	3224291	4.71541e-05	0.99995	2.69454e-06
Chrom1	3226717	0.000420752	0.999576	3.129e-06
Chrom1	3227728	0.000378258	0.999618	3.37813e-06
Chrom1	3228743	0.000382817	0.999614	3.29802e-06
Chrom1	3230792	0.000509819	0.99949	5.88944e-07
Chrom1	3323454	0.000771251	0.999226	3.17753e-06
Chrom1	3324508	0.000946886	0.99905	2.62005e-06
Chrom1	3396258	0.00102005	0.998978	1.64298e-06
Chrom1	3407534	0.00090057	0.999097	2.58336e-06
Chrom1	3426969	0.000938425	0.999059	2.37001e-06
Chrom1	3457918	0.00052524	0.999471	3.40468e-06
Chrom1	3461243	0.00101106	0.998987	1.49132e-06
