chrom	position	2,0	1,1	0,2
Chrom1	22043	1.95206e-07	0.00110614	0.998894
Chrom1	23135	2.75801e-08	0.00105493	0.998945
Chrom1	24376	6.92564e-08	0.000766958	0.999233
Chrom1	40025	1.35218e-07	0.000977302	0.999023
Chrom1	71493	6.90226e-08	0.000700825	0.999299
Chrom1	74381	7.77143e-08	0.000745694	0.999254
Chrom1	78086	5.11445e-08	0.000602495	0.999397
Chrom1	141357	2.99611e-08	0.000491513	0.999508
Chrom1	142437	1.39704e-08	0.000332956	0.999667
Chrom1	145265	3.31471e-08	0.000530714	0.999469
Chrom1	147704	8.16307e-09	0.000276632	0.999723
Chrom1	150806	1.22549e-08	0.000331195	0.999669
Chrom1	155147	1.17824e-08	0.000331538	0.999668
Chrom1	156218	7.24001e-09	0.000262475	0.999738
Chrom1	157429	1.3243e-08	0.000358401	0.999642
Chrom1	159411	7.27218e-09	0.000273631	0.999726
Chrom1	166143	1.1832e-09	0.000148099	0.999852
Chrom1	168857	2.90699e-09	0.000208438	0.999792
Chrom1	170580	2.51635e-09	0.000199676	0.9998
Chrom1	172272	2.1489e-09	0.000191071	0.999809
Chrom1	174349	5.91818e-10	0.000121318	0.999879
Chrom1	176578	1.89465e-09	0.000195916	0.999804
Chrom1	178728	4.81095e-10	0.00011357	0.999886
Chrom1	182154	4.85861e-10	0.000105169	0.999895
Chrom1	183166	1.03914e-09	0.000153625	0.999846
Chrom1	185562	7.90699e-10	0.000135613	0.999864
Chrom1	196026	3.11122e-10	0.000110466	0.99989
Chrom1	200468	5.77825e-10	0.000126231	0.999874
Chrom1	201551	5.61687e-10	0.000124759	0.999875
Chrom1	202582	6.51053e-10	0.000134511	0.999865
Chrom1	206962	3.81657e-10	0.000105173	0.999895
Chrom1	208769	4.52491e-10	0.000114429	0.999886
Chrom1	214462	3.09432e-10	9.71137e-05	0.999903
Chrom1	235392	2.67115e-10	0.000107131	0.999893
Chrom1	236430	1.05588e-10	6.75548e-05	0.999932
Chrom1	237433	9.95044e-11	6.64659e-05	0.999934
Chrom1	238648	7.58436e-11	6.02423e-05	0.99994
Chrom1	255920	1.85753e-11	3.73102e-05	0.999963
Chrom1	257788	4.71047e-11	6.01617e-05	0.99994
Chrom1	260446	4.89644e-12	3.28971e-05	0.999967
Chrom1	264040	4.15497e-11	5.7713e-05	0.999942
Chrom1	269419	4.24439e-11	5.61986e-05	0.999944
Chrom1	272580	1.21308e-10	9.20429e-05	0.999908
Chrom1	310408	1.33889e-12	1.27287e-05	0.999987
Chrom1	340991	1.75984e-13	1.66569e-05	0.999983
Chrom1	345233	2.62437e-12	3.0634e-05	0.999969
Chrom1	347205	2.75077e-12	3.05334e-05	0.999969
Chrom1	349026	2.39306e-12	2.81002e-05	0.999972
Chrom1	350051	4.88441e-13	1.36394e-05	0.999986
Chrom1	352155	1.50453e-12	2.16319e-05	0.999978
Chrom1	367723	8.50997e-11	0.000185216	0.999815
Chrom1	495613	4.23666e-12	8.73996e-06	0.999991
Chrom1	506155	2.13325e-12	6.44779e-06	0.999994
Chrom1	511162	3.99998e-13	3.50106e-06	0.999996
Chrom1	532721	1.36193e-13	2.20989e-06	0.999998
Chrom1	533739	2.8655e-14	1.33222e-06	0.999999
Chrom1	534777	2.84185e-14	1.17788e-06	0.999999
Chrom1	536560	1.36131e-14	8.2549e-07	0.999999
Chrom1	537611	3.01467e-13	5.84399e-06	0.999994
Chrom1	538781	8.07781e-15	6.21045e-07	0.999999
Chrom1	539857	7.42658e-14	1.73615e-06	0.999998
Chrom1	541064	8.25309e-14	1.71327e-06	0.999998
Chrom1	542736	1.01993e-13	1.76572e-06	0.999998
Chrom1	554392	2.17205e-14	6.01718e-07	0.999999
Chrom1	566500	1.18885e-13	1.05735e-06	0.999999
Chrom1	568755	9.53857e-14	9.18523e-07	0.999999
Chrom1	636344	1.06459e-12	2.18996e-06	0.999998
Chrom1	705849	2.86373e-14	4.76799e-07	1
Chrom1	717236	1.44673e-13	1.06159e-06	0.999999
Chrom1	720626	2.82682e-15	2.05329e-07	1
Chrom1	749815	8.40211e-13	1.99418e-06	0.999998
Chrom1	852403	1.15132e-12	2.61062e-06	0.999997
Chrom1	893880	2.22947e-13	2.27342e-06	0.999998
Chrom1	896526	7.09259e-15	1.16945e-06	0.999999
Chrom1	900852	3.90709e-14	1.40099e-06	0.999999
Chrom1	902283	2.4896e-13	2.621e-06	0.999997
Chrom1	918854	1.08937e-13	1.54391e-06	0.999998
Chrom1	919917	4.56457e-13	2.47523e-06	0.999998
Chrom1	922447	5.59211e-13	2.54963e-06	0.999997
Chrom1	933148	2.6502e-13	1.45547e-06	0.999999
Chrom1	1093865	1.127e-11	1.13321e-05	0.999989
Chrom1	1162127	1.23813e-12	4.50531e-06	0.999995
Chrom1	1169636	2.49438e-12	5.85489e-06	0.999994
Chrom1	1175245	2.77114e-12	6.41821e-06	0.999994
Chrom1	1176900	2.94026e-12	6.7043e-06	0.999993
Chrom1	1179010	2.55047e-12	6.36137e-06	0.999994
Chrom1	1194054	1.75564e-13	2.1626e-06	0.999998
Chrom1	1199489	6.63378e-13	4.6523e-06	0.999995
Chrom1	1203549	3.36804e-13	3.02757e-06	0.999997
Chrom1	1207266	4.89525e-12	1.17089e-05	0.999988
Chrom1	1218100	2.58469e-12	8.64169e-06	0.999991
Chrom1	1219338	2.63723e-12	8.78134e-06	0.999991
Chrom1	1232630	1.24699e-12	7.2701e-06	0.999993
Chrom1	1280060	3.84749e-12	1.7506e-05	0.999982
Chrom1	1282118	3.64594e-12	1.78008e-05	0.999982
Chrom1	1283228	8.49095e-13	1.25254e-05	0.999987
Chrom1	1284985	2.195e-11	4.81949e-05	0.999952
Chrom1	1288969	1.68994e-12	1.50793e-05	0.999985
Chrom1	1302901	3.79604e-12	2.12621e-05	0.999979
Chrom1	1304749	1.97986e-12	1.56426e-05	0.999984
Chrom1	1306750	1.59987e-12	1.52891e-05	0.999985
Chrom1	1309961	9.46991e-13	1.33648e-05	0.999987
Chrom1	1317678	1.8891e-12	1.61027e-05	0.999984
Chrom1	1318981	4.38391e-12	2.23525e-05	0.999978
Chrom1	1322716	1.1236e-12	1.14345e-05	0.999989
Chrom1	1323726	6.03361e-12	2.41641e-05	0.999976
Chrom1	1325321	1.69885e-12	1.29433e-05	0.999987
Chrom1	1336085	1.41327e-10	9.09337e-05	0.999909
Chrom1	1347753	4.15321e-11	4.52428e-05	0.999955
Chrom1	1397263	8.41717e-11	7.11179e-05	0.999929
Chrom1	1401553	3.5992e-11	5.19296e-05	0.999948
Chrom1	1436099	1.43643e-10	9.86604e-05	0.999901
Chrom1	1456349	1.67325e-10	0.000113296	0.999887
Chrom1	1457362	1.68231e-10	0.000114024	0.999886
Chrom1	1459270	5.17154e-11	6.53107e-05	0.999935
Chrom1	1469496	4.38725e-11	0.000180585	0.999819
Chrom1	1608111	6.08666e-09	0.000251513	0.999748
Chrom1	1792838	1.13743e-08	0.000337281	0.999663
Chrom1	1969396	3.30286e-08	0.000568355	0.999432
Chrom1	2212469	2.29829e-07	0.00201666	0.997983
Chrom1	2255703	5.3969e-08	0.000772855	0.999227
Chrom1	2501734	5.23944e-08	0.000831878	0.999168
Chrom1	2642431	2.80658e-08	0.000705064	0.999295
Chrom1	2689535	2.25251e-08	0.000690069	0.99931
Chrom1	2691018	2.23451e-08	0.000689583	0.99931
Chrom1	2714575	1.01189e-07	0.00306492	0.996935
Chrom1	2790317	9.21816e-09	0.000488365	0.999512
Chrom1	2831551	1.4353e-09	0.000215445	0.999785
Chrom1	2847529	4.00642e-09	0.00035936	0.999641
Chrom1	2851172	3.83787e-09	0.000354154	0.999646
Chrom1	2875162	2.75427e-09	0.000319745	0.99968
Chrom1	2881408	2.48056e-09	0.000310748	0.999689
Chrom1	2882687	2.87662e-09	0.000337665	0.999662
Chrom1	2911017	1.38283e-10	9.31783e-05	0.999907
Chrom1	2920006	7.52963e-10	0.000224499	0.999776
Chrom1	2961592	2.09921e-09	0.000550767	0.999449
Chrom1	2962981	1.64272e-09	0.000564472	0.999436
Chrom1	2964100	2.1465e-10	0.000166851	0.999833
Chrom1	2965176	3.96126e-10	0.000204824	0.999795
Chrom1	2967817	1.77481e-10	0.000157972	0.999842
Chrom1	2978424	4.46648e-10	0.000220573	0.999779
Chrom1	2985338	1.13196e-10	0.000109678	0.99989
Chrom1	3024789	3.9296e-10	0.000193031	0.999807
Chrom1	3047305	5.4521e-11	0.000105339	0.999895
Chrom1	3059340	5.41735e-10	0.000203884	0.999796
Chrom1	3131111	1.0231e-09	0.00020492	0.999795
Chrom1	3176594	4.51472e-10	0.000133562	0.999866
Chrom1	3177974	1.17476e-09	0.000241272	0.999759
Chrom1	3207662	3.74618e-10	0.000127505	0.999872
Chrom1	3210291	2.26291e-10	0.00010093	0.999899
Chrom1	3221808	2.27615e-11	3.54532e-05	0.999965
Chrom1	3222811	3.51694e-11	5.44883e-05	0.999946
Chrom1	3224291	4.88795e-10	0.000168377	0.999832
Chrom1	3226717	9.9562e-11	7.21926e-05	0.999928
Chrom1	3227728	1.06316e-10	7.52634e-05	0.999925
Chrom1	3228743	1.31845e-10	8.3828e-05	0.999916
Chrom1	3230792	9.43005e-11	7.14505e-05	0.999929
Chrom1	3323454	4.42201e-11	5.24369e-05	0.999948
Chrom1	3324508	7.70616e-12	3.71771e-05	0.999963
Chrom1	3396258	1.57244e-11	2.18456e-05	0.999978
Chrom1	3407534	1.34649e-11	1.94305e-05	0.999981
Chrom1	3426969	5.80312e-13	3.84366e-06	0.999996
Chrom1	3457918	1.04692e-12	4.50879e-06	0.999995
Chrom1	3461243	6.59088e-13	3.5468e-06	0.999996
Chrom1	3468068	5.73303e-13	3.38208e-06	0.999997
Chrom1	3469169	2.07053e-13	2.10298e-06	0.999998
Chrom1	3472494	1.9004e-13	1.9572e-06	0.999998
Chrom1	3473500	2.13396e-13	2.06116e-06	0.999998
Chrom1	3475782	1.53415e-13	1.76336e-06	0.999998
Chrom1	3477854	1.48383e-14	5.63428e-07	0.999999
Chrom1	3483601	8.81756e-15	4.12563e-07	1
Chrom1	3485565	1.2994e-14	5.47439e-07	0.999999
Chrom1	3493954	2.14571e-13	1.52947e-06	0.999998
Chrom1	3494967	3.16945e-13	1.83591e-06	0.999998
Chrom1	3495989	1.92925e-13	1.4171e-06	0.999999
Chrom1	3505535	2.21275e-13	1.45271e-06	0.999999
Chrom1	3506550	2.22217e-13	1.45435e-06	0.999999
Chrom1	3513103	2.18547e-13	1.45504e-06	0.999999
Chrom1	3516942	4.18664e-14	6.45016e-07	0.999999
Chrom1	3520340	2.39801e-13	1.53695e-06	0.999998
Chrom1	3521534	1.95114e-13	1.39507e-06	0.999999
Chrom1	3522741	1.43054e-13	1.17208e-06	0.999999
Chrom1	3531900	1.99443e-13	1.47658e-06	0.999999
Chrom1	3534075	5.00115e-13	2.1471e-06	0.999998
Chrom1	3601863	7.01705e-14	1.70943e-06	0.999998
Chrom1	3605607	3.74985e-12	6.07115e-06	0.999994
Chrom1	3648090	2.55137e-11	1.1464e-05	0.999989
Chrom1	3657172	3.41937e-11	1.31628e-05	0.999987
Chrom1	3691350	7.15805e-11	1.8756e-05	0.999981
Chrom1	3695849	9.19924e-11	2.1293e-05	0.999979
Chrom1	3696913	9.37523e-11	2.14936e-05	0.999979
Chrom1	3700957	1.24387e-10	2.48907e-05	0.999975
Chrom1	3703648	1.28969e-10	2.5142e-05	0.999975
Chrom1	3715494	1.20091e-10	2.43204e-05	0.999976
Chrom1	3716766	2.78598e-10	4.02627e-05	0.99996
Chrom1	3723428	1.26451e-10	2.48257e-05	0.999975
Chrom1	3765302	1.71424e-10	2.82693e-05	0.999972
Chrom1	3781199	2.29877e-10	3.24299e-05	0.999968
