chrom	position	2,0	1,1	0,2
Chrom1	22043	0.00100929	0.998955	3.57309e-05
Chrom1	23135	0.00135835	0.998371	0.000270977
Chrom1	24376	0.000717631	0.998807	0.00047521
Chrom1	40025	0.000190444	0.999671	0.000138943
Chrom1	71493	0.00109212	0.998807	0.00010086
Chrom1	74381	0.00118273	0.998735	8.22117e-05
Chrom1	78086	0.00163925	0.998342	1.85874e-05
Chrom1	141357	0.00132307	0.99867	6.52027e-06
Chrom1	142437	0.00108598	0.998907	7.04537e-06
Chrom1	145265	0.00108082	0.998914	4.76683e-06
Chrom1	147704	0.00378946	0.99621	5.17596e-07
Chrom1	150806	0.000735643	0.999261	3.43368e-06
Chrom1	155147	0.00110223	0.998896	1.30225e-06
Chrom1	156218	0.00120041	0.998799	8.097e-07
Chrom1	157429	0.00123498	0.998764	8.30442e-07
Chrom1	159411	0.00111636	0.998883	6.98292e-07
Chrom1	166143	0.00179571	0.998204	5.03314e-09
Chrom1	168857	0.000596822	0.999403	8.9875e-10
Chrom1	170580	0.000897483	0.999103	7.08308e-09
Chrom1	172272	0.00102075	0.998979	4.18149e-09
Chrom1	174349	0.000559034	0.999441	9.84337e-11
Chrom1	176578	0.000841216	0.999159	2.00729e-09
Chrom1	178728	0.00154616	0.998454	1.26347e-10
Chrom1	182154	0.00145703	0.998543	4.1451e-10
Chrom1	183166	0.000655716	0.999344	1.08423e-08
Chrom1	185562	0.000652488	0.999347	2.13982e-08
Chrom1	196026	0.000559893	0.99944	3.13376e-08
Chrom1	200468	6.15103e-05	0.999938	2.9511e-08
Chrom1	201551	5.64913e-05	0.999943	2.58531e-08
Chrom1	202582	0.000362583	0.999637	3.19799e-08
Chrom1	206962	0.000300922	0.999699	3.12532e-08
Chrom1	208769	0.000279214	0.999721	2.29655e-09
Chrom1	214462	0.000299521	0.9997	5.67772e-08
Chrom1	235392	0.000499812	0.9995	5.96961e-09
Chrom1	236430	0.000416059	0.999584	1.32582e-09
Chrom1	237433	0.000621659	0.999378	7.08431e-10
Chrom1	238648	0.000365258	0.999635	6.82053e-10
Chrom1	255920	0.000184767	0.999815	9.71554e-08
Chrom1	257788	0.000179834	0.99982	4.51632e-09
Chrom1	260446	0.000334425	0.999666	7.05918e-08
Chrom1	264040	0.000334039	0.999666	1.03622e-07
Chrom1	269419	0.000368584	0.999631	1.30073e-07
Chrom1	272580	0.000582016	0.999418	9.73924e-08
Chrom1	310408	0.000313346	0.999686	4.266e-07
Chrom1	340991	4.3397e-05	0.999956	6.14996e-07
Chrom1	345233	0.000896517	0.999103	3.81459e-09
Chrom1	347205	0.000563991	0.999436	2.97859e-09
Chrom1	349026	0.000260065	0.99974	4.52577e-08
Chrom1	350051	0.000123383	0.999877	7.10244e-08
Chrom1	352155	0.000229475	0.999771	5.64142e-09
Chrom1	367723	0.000302497	0.999697	4.95198e-07
Chrom1	495613	0.000331885	0.999668	4.99659e-07
Chrom1	506155	0.000363978	0.999636	1.91773e-07
Chrom1	511162	0.00103451	0.998965	5.74833e-09
Chrom1	532721	0.000324159	0.999676	3.40914e-08
Chrom1	533739	0.000323653	0.999676	2.7931e-08
Chrom1	534777	0.000323137	0.999677	2.12229e-08
Chrom1	536560	0.00155969	0.99844	7.98661e-10
Chrom1	537611	0.000275502	0.999724	1.20086e-08
Chrom1	538781	0.000119118	0.999881	2.48923e-08
Chrom1	539857	0.000157416	0.999843	7.33661e-10
Chrom1	541064	0.000314891	0.999685	1.59117e-08
Chrom1	542736	0.000314316	0.999686	2.50428e-08
Chrom1	554392	0.000917036	0.999083	6.2924e-09
