chrom	position	2,0	1,1	0,2
Chrom1	22043	0.9463	0.0537	4.6456e-07
Chrom1	23135	0.941732	0.0582654	2.27905e-06
Chrom1	24376	0.903944	0.0960499	6.06139e-06
Chrom1	40025	0.931492	0.0685068	1.48605e-06
Chrom1	71493	0.894524	0.105474	1.4579e-06
Chrom1	74381	0.832315	0.167684	1.82862e-07
Chrom1	78086	0.89084	0.109159	1.16924e-06
Chrom1	141357	0.739251	0.260749	5.00951e-07
Chrom1	142437	0.895448	0.104552	1.5191e-07
Chrom1	145265	0.934835	0.0651654	3.25163e-08
Chrom1	147704	0.906926	0.0930743	7.39335e-09
Chrom1	150806	0.875075	0.124925	6.18185e-08
Chrom1	155147	0.889891	0.110109	2.66016e-08
Chrom1	156218	0.916472	0.0835277	1.13507e-08
Chrom1	157429	0.919153	0.0808469	1.13353e-08
Chrom1	159411	0.914003	0.0859973	1.00997e-08
Chrom1	166143	0.858507	0.141493	1.1078e-10
Chrom1	168857	0.860098	0.139902	1.12078e-11
Chrom1	170580	0.945577	0.0544229	3.68176e-12
Chrom1	172272	0.916142	0.0838577	8.16186e-11
Chrom1	174349	0.859256	0.140744	9.77128e-12
Chrom1	176578	0.913369	0.0866306	2.20046e-10
Chrom1	178728	0.904198	0.0958021	3.4382e-10
Chrom1	182154	0.907629	0.0923708	1.08408e-11
Chrom1	183166	0.928764	0.0712359	3.6544e-11
Chrom1	185562	0.929409	0.0705911	1.09431e-10
Chrom1	196026	0.904351	0.0956492	1.64093e-09
Chrom1	200468	0.945478	0.0545217	2.849e-10
Chrom1	201551	0.929659	0.070341	3.56605e-10
Chrom1	202582	0.91305	0.08695	6.60699e-10
Chrom1	206962	0.919116	0.0808838	1.98023e-10
Chrom1	208769	0.964027	0.035973	1.57742e-11
Chrom1	214462	0.920216	0.0797839	7.90127e-10
Chrom1	235392	0.929677	0.0703231	1.93449e-09
Chrom1	236430	0.885141	0.114859	5.10136e-09
Chrom1	237433	0.919901	0.080099	6.67249e-10
Chrom1	238648	0.871661	0.128339	6.77146e-09
Chrom1	255920	0.892448	0.107552	5.50379e-10
Chrom1	257788	0.790492	0.209508	2.61109e-08
Chrom1	260446	0.93111	0.0688902	3.09922e-09
Chrom1	264040	0.903081	0.096919	7.63156e-09
Chrom1	269419	0.91292	0.0870802	7.03842e-09
Chrom1	272580	0.943299	0.0567013	3.11879e-09
Chrom1	310408	0.821241	0.178759	7.0206e-10
Chrom1	340991	0.944276	0.0557243	5.13006e-10
Chrom1	345233	0.842699	0.157301	6.22972e-11
Chrom1	347205	0.877178	0.122822	6.25535e-11
Chrom1	349026	0.886994	0.113006	2.68086e-09
Chrom1	350051	0.790947	0.209053	8.933e-09
Chrom1	352155	0.945367	0.0546332	1.9515e-10
Chrom1	367723	0.871722	0.128278	9.83022e-08
Chrom1	495613	0.862003	0.137997	1.2084e-09
Chrom1	506155	0.905931	0.0940692	3.56455e-09
Chrom1	511162	0.841204	0.158796	1.90172e-10
Chrom1	532721	0.555825	0.444175	3.63388e-09
Chrom1	533739	0.9012	0.0987999	1.34384e-09
Chrom1	534777	0.832089	0.167911	3.60853e-09
Chrom1	536560	0.964803	0.0351968	4.744e-12
Chrom1	537611	0.885275	0.114725	1.67547e-10
Chrom1	538781	0.818029	0.181971	3.08646e-12
Chrom1	539857	0.816926	0.183074	4.74172e-12
Chrom1	541064	0.92719	0.0728098	1.43122e-10
Chrom1	542736	0.906081	0.0939195	5.97695e-10
Chrom1	554392	0.858893	0.141107	8.63583e-11
Chrom1	566500	0.918473	0.0815267	1.47545e-10
Chrom1	568755	0.90122	0.0987803	1.93353e-10
Chrom1	636344	0.947144	0.0528558	7.38049e-09
Chrom1	705849	0.854026	0.145974	3.14505e-09
Chrom1	717236	0.930653	0.069347	2.9565e-08
Chrom1	720626	0.925731	0.074269	3.9623e-08
Chrom1	749815	0.952743	0.0472571	3.24021e-08
Chrom1	852403	0.932059	0.0679405	1.41726e-07
Chrom1	893880	0.949309	0.0506906	2.65405e-08
Chrom1	896526	0.949694	0.0503056	2.11866e-08
Chrom1	900852	0.973227	0.0267733	6.57839e-10
Chrom1	902283	0.876678	0.123322	4.15737e-08
Chrom1	918854	0.957161	0.0428389	1.03885e-08
Chrom1	919917	0.978811	0.0211893	2.10008e-09
Chrom1	922447	0.95702	0.0429799	5.34972e-09
Chrom1	933148	0.955138	0.0448622	2.91564e-08
Chrom1	1093865	0.963677	0.0363228	4.8858e-08
Chrom1	1162127	0.962943	0.0370567	4.0834e-10
Chrom1	1169636	0.973317	0.0266832	2.60616e-09
Chrom1	1175245	0.976187	0.0238131	1.52427e-09
Chrom1	1176900	0.976429	0.0235712	1.27149e-09
Chrom1	1179010	0.992457	0.00754332	8.24074e-11
Chrom1	1194054	0.99691	0.00308952	3.64168e-12
Chrom1	1199489	0.959457	0.0405435	1.44397e-09
Chrom1	1203549	0.971259	0.0287414	2.9058e-11
Chrom1	1207266	0.978893	0.0211065	2.26287e-10
Chrom1	1218100	0.977073	0.0229266	4.58456e-11
Chrom1	1219338	0.971092	0.028908	8.08547e-10
Chrom1	1232630	0.971655	0.0283448	1.51831e-10
Chrom1	1280060	0.970269	0.0297306	7.64714e-09
Chrom1	1282118	0.974395	0.025605	5.64507e-09
Chrom1	1283228	0.981861	0.0181393	2.54523e-09
Chrom1	1284985	0.993499	0.00650086	2.91026e-10
Chrom1	1288969	0.979346	0.020654	2.82272e-09
Chrom1	1302901	0.981765	0.0182354	1.36689e-09
Chrom1	1304749	0.974905	0.0250952	2.31804e-09
Chrom1	1306750	0.988079	0.0119207	1.78541e-10
Chrom1	1309961	0.958735	0.0412654	3.58368e-09
Chrom1	1317678	0.979682	0.0203177	4.50291e-10
Chrom1	1318981	0.990508	0.00949229	6.35586e-11
Chrom1	1322716	0.96565	0.0343502	5.77781e-12
Chrom1	1323726	0.994387	0.00561278	1.07697e-12
Chrom1	1325321	0.965906	0.034094	7.33486e-11
Chrom1	1336085	0.993695	0.00630548	7.66289e-11
Chrom1	1347753	0.986901	0.0130989	8.99618e-10
Chrom1	1397263	0.987905	0.0120954	1.17373e-10
Chrom1	1401553	0.995304	0.00469559	1.14695e-11
Chrom1	1436099	0.994998	0.00500184	1.32127e-11
Chrom1	1456349	0.993585	0.00641525	9.2874e-12
Chrom1	1457362	0.98722	0.0127803	5.09462e-12
Chrom1	1459270	0.967136	0.0328642	5.39785e-11
Chrom1	1469496	0.814532	0.185468	4.50409e-08
Chrom1	1608111	0.959654	0.0403459	5.05194e-08
Chrom1	1792838	0.972621	0.0273791	1.2526e-08
Chrom1	1969396	0.462866	0.537131	3.15622e-06
Chrom1	2212469	0.875487	0.124509	3.69804e-06
Chrom1	2255703	0.897708	0.10229	2.38586e-06
Chrom1	2501734	0.898027	0.101972	1.24005e-06
Chrom1	2642431	0.992071	0.00792913	9.97659e-10
Chrom1	2689535	0.857661	0.142338	1.17605e-07
Chrom1	2691018	0.866305	0.133695	1.01019e-07
Chrom1	2714575	0.852415	0.147585	2.02675e-08
Chrom1	2790317	0.756112	0.243888	2.40145e-07
Chrom1	2831551	0.695586	0.304414	4.7845e-09
Chrom1	2847529	0.77227	0.22773	3.93413e-08
Chrom1	2851172	0.736966	0.263034	5.60416e-08
Chrom1	2875162	0.737074	0.262926	3.43474e-08
Chrom1	2881408	0.611927	0.388073	3.67622e-09
Chrom1	2882687	0.525394	0.474606	7.35128e-08
Chrom1	2911017	0.711811	0.288189	8.71938e-08
Chrom1	2920006	0.751489	0.248511	2.43134e-08
Chrom1	2961592	0.679761	0.320238	2.23898e-07
Chrom1	2962981	0.6568	0.3432	2.65198e-07
Chrom1	2964100	0.796486	0.203514	4.07037e-08
Chrom1	2965176	0.710047	0.289952	1.42047e-07
Chrom1	2967817	0.507624	0.492375	7.82443e-07
Chrom1	2978424	0.717218	0.282782	1.81522e-07
Chrom1	2985338	0.671946	0.328054	3.63467e-08
Chrom1	3024789	0.691616	0.308383	9.7108e-07
Chrom1	3047305	0.381564	0.618431	4.52171e-06
Chrom1	3059340	0.492809	0.507188	2.94523e-06
Chrom1	3131111	0.744908	0.255091	4.83204e-07
Chrom1	3176594	0.728381	0.271619	2.0923e-07
Chrom1	3177974	0.826755	0.173245	6.99931e-08
Chrom1	3207662	0.474835	0.525165	3.04978e-07
Chrom1	3210291	0.684736	0.315264	1.22245e-07
Chrom1	3221808	0.56634	0.43366	2.43356e-09
Chrom1	3222811	0.51338	0.48662	1.35558e-09
Chrom1	3224291	0.798755	0.201245	6.12579e-09
Chrom1	3226717	0.663563	0.336437	4.53308e-08
Chrom1	3227728	0.659311	0.340689	6.58582e-08
Chrom1	3228743	0.707819	0.292181	3.26715e-08
Chrom1	3230792	0.623508	0.376492	1.51931e-07
Chrom1	3323454	0.708174	0.291826	5.55693e-07
Chrom1	3324508	0.394051	0.605947	1.62665e-06
Chrom1	3396258	0.713216	0.286784	1.47667e-07
Chrom1	3407534	0.702807	0.297193	1.53517e-07
Chrom1	3426969	0.804732	0.195268	2.02925e-09
Chrom1	3457918	0.926664	0.0733355	1.31367e-10
Chrom1	3461243	0.738315	0.261685	1.35643e-09
Chrom1	3468068	0.324226	0.675774	5.34948e-09
Chrom1	3469169	0.693547	0.306453	1.28347e-10
Chrom1	3472494	0.738256	0.261744	1.66976e-10
Chrom1	3473500	0.695128	0.304872	6.91248e-10
Chrom1	3475782	0.75723	0.24277	2.74009e-10
Chrom1	3477854	0.538208	0.461792	7.63109e-11
Chrom1	3483601	0.487239	0.512761	8.45683e-09
Chrom1	3485565	0.51468	0.48532	1.63438e-10
Chrom1	3493954	0.708148	0.291852	1.81676e-09
Chrom1	3494967	0.313567	0.686433	4.86866e-09
Chrom1	3495989	0.69091	0.30909	1.44046e-10
Chrom1	3505535	0.610191	0.389809	2.65024e-11
Chrom1	3506550	0.951605	0.0483953	5.83349e-12
Chrom1	3513103	0.668612	0.331388	4.70815e-09
Chrom1	3516942	0.597399	0.402601	5.45e-10
Chrom1	3520340	0.7929	0.2071	1.93897e-09
Chrom1	3521534	0.633739	0.366261	3.63716e-08
Chrom1	3522741	0.805165	0.194835	1.13217e-08
Chrom1	3531900	0.543256	0.456744	4.47266e-07
Chrom1	3534075	0.558125	0.441874	4.18782e-07
Chrom1	3601863	0.786836	0.213164	7.20915e-09
Chrom1	3605607	0.924163	0.0758371	1.16166e-09
Chrom1	3648090	0.73231	0.26769	4.24908e-08
Chrom1	3657172	0.665098	0.334902	1.14249e-07
Chrom1	3691350	0.787855	0.212145	5.85916e-09
Chrom1	3695849	0.720654	0.279346	7.1809e-09
Chrom1	3696913	0.905131	0.0948694	3.01483e-10
Chrom1	3700957	0.683978	0.316022	1.17338e-08
Chrom1	3703648	0.709164	0.290836	1.09892e-08
Chrom1	3715494	0.857959	0.142041	6.8153e-10
Chrom1	3716766	0.817946	0.182054	5.15931e-09
Chrom1	3723428	0.802192	0.197808	2.18676e-08
Chrom1	3765302	0.365392	0.634606	1.84658e-06
Chrom1	3781199	0.578795	0.421204	8.736e-07
Chrom1	4009378	0.102201	0.897799	1.25555e-07
Chrom1	4011007	0.191285	0.808715	4.30532e-09
Chrom1	4013105	0.187622	0.812378	5.41335e-10
Chrom1	4014463	0.0863536	0.913646	1.91611e-10
Chrom1	4017325	0.179991	0.820009	3.92191e-09
Chrom1	4020778	0.18856	0.81144	4.07058e-09
Chrom1	4024726	0.122306	0.877694	3.36661e-10
Chrom1	4026362	0.234215	0.765785	2.95135e-09
Chrom1	4036865	0.124532	0.875468	2.76693e-09
Chrom1	4043899	0.142631	0.857368	7.32914e-08
Chrom1	4071858	0.125161	0.874839	6.24475e-08
Chrom1	4080213	0.0562456	0.943754	2.65289e-07
Chrom1	4156961	0.0181153	0.981885	1.5092e-07
Chrom1	4158046	0.0171283	0.982872	1.33098e-07
Chrom1	4160602	0.0165181	0.983482	8.0428e-08
Chrom1	4161849	0.0120278	0.987972	7.89819e-08
Chrom1	4165188	0.00922688	0.990773	7.01259e-10
Chrom1	4166189	0.00588167	0.994118	2.56476e-10
Chrom1	4167652	0.00420034	0.9958	5.02531e-09
Chrom1	4168796	0.00646072	0.993539	3.58925e-09
Chrom1	4169860	0.00682833	0.993172	1.17432e-10
Chrom1	4170927	0.00552129	0.994479	2.60255e-10
Chrom1	4181470	0.00663895	0.993361	4.12623e-09
Chrom1	4182885	0.00335465	0.996645	8.69609e-08
Chrom1	4183935	0.0129277	0.987072	3.66536e-08
Chrom1	4206688	0.00339951	0.9966	5.36832e-07
Chrom1	4250036	0.00423035	0.99577	1.06299e-07
Chrom1	4273773	0.00463031	0.99537	1.7402e-07
Chrom1	4311525	0.00139491	0.998599	6.28903e-06
Chrom1	4314055	0.00352591	0.99647	3.66812e-06
Chrom1	4315208	0.00152045	0.998474	5.49457e-06
Chrom1	4338872	0.00139882	0.998594	7.30201e-06
Chrom1	4441523	0.00306961	0.996929	1.78617e-06
Chrom1	4442578	0.00433822	0.995661	1.26563e-06
Chrom1	4445195	0.00185297	0.998147	3.2335e-07
Chrom1	4643193	0.000826168	0.999161	1.24867e-05
Chrom1	4682170	0.00155483	0.998435	9.9962e-06
Chrom1	4816654	0.000925388	0.999072	2.26967e-06
Chrom1	5018403	0.000264311	0.999731	4.73818e-06
Chrom1	5055535	0.00021223	0.999787	1.24965e-06
Chrom1	5064839	0.000168029	0.999831	6.51288e-07
Chrom1	5072446	0.000107263	0.999893	6.10329e-09
Chrom1	5076237	9.63547e-05	0.999904	1.37397e-09
Chrom1	5078644	6.45799e-05	0.999935	1.32187e-09
