chrom	position	2,0	1,1	0,2
Chrom1	22043	0.00444905	0.995533	1.80736e-05
Chrom1	23135	0.00604975	0.993808	0.000141908
Chrom1	24376	0.00354927	0.996254	0.000196666
Chrom1	40025	0.00850787	0.991446	4.6484e-05
Chrom1	71493	0.00551429	0.994463	2.29653e-05
Chrom1	74381	0.0168082	0.98319	1.59863e-06
Chrom1	78086	0.00464674	0.995334	1.92984e-05
Chrom1	141357	0.00419563	0.995802	2.81525e-06
Chrom1	142437	0.0037056	0.996292	2.85332e-06
Chrom1	145265	0.00378096	0.996217	2.27723e-06
Chrom1	147704	0.0028821	0.997115	2.76697e-06
Chrom1	150806	0.0021414	0.997856	2.93428e-06
Chrom1	155147	0.00246777	0.99753	1.86817e-06
Chrom1	156218	0.00346939	0.996529	1.14721e-06
Chrom1	157429	0.00262846	0.99737	1.41048e-06
Chrom1	159411	0.00244342	0.997555	1.3185e-06
Chrom1	166143	0.00077039	0.999228	1.53174e-06
Chrom1	168857	0.0014165	0.998583	7.31488e-07
Chrom1	170580	0.00117167	0.998828	8.38808e-08
Chrom1	172272	0.00107553	0.998924	5.31759e-07
Chrom1	174349	0.00119738	0.998802	5.05825e-07
Chrom1	176578	0.00125254	0.998747	4.22465e-07
Chrom1	178728	0.000734503	0.999265	6.11587e-08
Chrom1	182154	0.00094585	0.999054	5.90965e-07
Chrom1	183166	0.000822276	0.999177	7.05252e-07
Chrom1	185562	0.000860367	0.999139	7.08287e-07
Chrom1	196026	0.000711472	0.999288	8.84488e-07
Chrom1	200468	8.09746e-05	0.999916	3.08072e-06
Chrom1	201551	7.54246e-05	0.999922	2.15906e-06
Chrom1	202582	0.000502899	0.999496	1.08063e-06
Chrom1	206962	0.000403212	0.999596	1.24394e-06
Chrom1	208769	0.000470523	0.999528	1.00716e-06
Chrom1	214462	0.000467362	0.999532	8.37882e-07
Chrom1	235392	0.000641545	0.999358	7.3335e-08
Chrom1	236430	0.000762194	0.999238	2.44513e-08
Chrom1	237433	0.000795397	0.999205	1.65819e-08
Chrom1	238648	0.000463671	0.999536	1.34753e-08
Chrom1	255920	0.000398707	0.999601	5.3498e-07
Chrom1	257788	0.000174155	0.999825	9.00064e-07
Chrom1	260446	8.38568e-05	0.999915	1.07951e-06
Chrom1	264040	0.000419743	0.99958	5.44093e-07
Chrom1	269419	0.000430555	0.999569	5.13815e-07
Chrom1	272580	0.000663807	0.999336	3.32969e-07
Chrom1	310408	0.000371962	0.999628	5.09469e-07
Chrom1	340991	0.000661245	0.999339	2.77368e-08
Chrom1	345233	0.00066574	0.999334	1.10446e-09
Chrom1	347205	0.000205017	0.999795	1.27631e-08
Chrom1	349026	0.000307996	0.999692	5.92346e-09
Chrom1	350051	0.000172609	0.999827	2.05012e-10
Chrom1	352155	0.000652871	0.999347	3.45707e-10
Chrom1	367723	0.000599995	0.9994	1.39286e-08
Chrom1	495613	6.35573e-05	0.999936	9.02252e-09
Chrom1	506155	8.47278e-05	0.999915	3.68367e-08
Chrom1	511162	0.00014024	0.99986	1.21912e-09
Chrom1	532721	2.12017e-06	0.999998	7.35506e-09
Chrom1	533739	6.42628e-06	0.999994	3.06715e-08
Chrom1	534777	7.26531e-05	0.999927	4.88291e-10
Chrom1	536560	1.5989e-05	0.999984	3.8104e-09
Chrom1	537611	1.33338e-05	0.999987	3.42636e-09
Chrom1	538781	7.31436e-06	0.999993	1.1973e-10
Chrom1	539857	7.15633e-06	0.999993	1.83162e-10
Chrom1	541064	2.85914e-06	0.999997	1.5239e-08
Chrom1	542736	1.62331e-05	0.999984	2.42085e-08
Chrom1	554392	3.01863e-05	0.99997	1.0575e-08
Chrom1	566500	1.20482e-05	0.999987	1.02029e-06
Chrom1	568755	1.11182e-05	0.999988	1.11532e-06
Chrom1	636344	1.99445e-05	0.999978	1.84577e-06
Chrom1	705849	5.11145e-05	0.999949	3.66652e-08
Chrom1	717236	2.64355e-05	0.999973	5.42358e-07
Chrom1	720626	4.02464e-05	0.999959	2.74083e-07
Chrom1	749815	2.27547e-05	0.999976	1.45757e-06
Chrom1	852403	6.30014e-06	0.999991	2.2356e-06
Chrom1	893880	1.87474e-06	0.999998	3.6622e-07
Chrom1	896526	1.57512e-07	1	1.59897e-07
Chrom1	900852	2.25916e-06	0.999998	2.17418e-08
Chrom1	902283	1.1347e-06	0.999999	2.42049e-07
Chrom1	918854	1.90535e-07	0.999999	6.15984e-07
Chrom1	919917	4.94555e-08	1	2.32175e-07
Chrom1	922447	5.67028e-07	0.999999	1.7675e-07
Chrom1	933148	5.32224e-07	0.999998	1.62581e-06
Chrom1	1093865	2.50867e-06	0.999995	2.35226e-06
Chrom1	1162127	5.72384e-07	0.999997	2.42058e-06
Chrom1	1169636	8.72781e-07	0.999998	1.32594e-06
Chrom1	1175245	8.55183e-07	0.999998	8.43495e-07
Chrom1	1176900	8.25565e-07	0.999998	7.30968e-07
Chrom1	1179010	6.22345e-07	0.999999	1.8982e-07
Chrom1	1194054	5.57981e-07	0.999999	2.72307e-07
Chrom1	1199489	3.9321e-07	1	1.78358e-08
Chrom1	1203549	2.25589e-07	1	2.12437e-07
Chrom1	1207266	1.55692e-07	1	1.30556e-07
Chrom1	1218100	2.22099e-07	1	1.85252e-07
Chrom1	1219338	5.4061e-07	0.999999	1.82223e-08
Chrom1	1232630	3.59935e-07	1	1.04385e-08
Chrom1	1280060	3.01815e-07	1	8.15985e-08
Chrom1	1282118	2.37885e-07	0.999999	4.99865e-07
Chrom1	1283228	1.47957e-07	0.999999	5.55935e-07
Chrom1	1284985	2.83457e-07	0.999999	4.45908e-07
Chrom1	1288969	2.81824e-07	0.999999	4.89703e-07
Chrom1	1302901	2.54842e-07	0.999999	5.28016e-07
Chrom1	1304749	1.84231e-07	0.999999	6.78876e-07
Chrom1	1306750	1.94008e-07	0.999999	6.12683e-07
Chrom1	1309961	1.65683e-07	0.999999	6.20639e-07
Chrom1	1317678	1.514e-07	1	7.78279e-08
Chrom1	1318981	7.62889e-09	0.999998	1.95901e-06
Chrom1	1322716	1.80299e-08	0.999999	1.26209e-06
Chrom1	1323726	3.86496e-08	0.999999	8.39613e-07
Chrom1	1325321	2.29478e-08	1	3.77118e-07
Chrom1	1336085	6.28891e-09	0.999996	3.73355e-06
Chrom1	1347753	4.4332e-08	0.999999	1.30241e-06
Chrom1	1397263	6.81373e-06	0.999993	6.361e-08
Chrom1	1401553	3.21069e-06	0.999997	2.19743e-08
Chrom1	1436099	5.38029e-06	0.999994	9.07129e-07
Chrom1	1456349	5.88865e-06	0.999993	1.10986e-06
Chrom1	1457362	3.41421e-06	0.999996	1.07008e-07
Chrom1	1459270	6.03351e-06	0.999992	1.47021e-06
Chrom1	1469496	9.88653e-07	0.999993	6.19516e-06
Chrom1	1608111	0.000118932	0.999876	5.15513e-06
Chrom1	1792838	8.8137e-05	0.999865	4.64206e-05
Chrom1	1969396	0.000256852	0.999728	1.53622e-05
Chrom1	2212469	0.000145146	0.999797	5.80187e-05
Chrom1	2255703	0.000176525	0.999777	4.61955e-05
Chrom1	2501734	5.17735e-05	0.999906	4.24864e-05
Chrom1	2642431	0.000339256	0.99966	2.73199e-07
Chrom1	2689535	0.000196437	0.999802	1.67277e-06
