chrom	position	2,0	1,1	0,2
Chrom1	22043	0.00473991	0.995039	0.000221246
Chrom1	23135	0.000811204	0.998823	0.000366232
Chrom1	24376	0.0133653	0.986617	1.72207e-05
Chrom1	40025	0.00840752	0.991547	4.54404e-05
Chrom1	71493	0.00376671	0.996207	2.6775e-05
Chrom1	74381	0.00749253	0.992506	1.80613e-06
Chrom1	78086	0.0032637	0.996715	2.16145e-05
Chrom1	141357	0.00268414	0.997314	2.05768e-06
Chrom1	142437	0.0020856	0.997912	2.03076e-06
Chrom1	145265	0.00194347	0.998055	1.90419e-06
Chrom1	147704	0.00335863	0.996641	2.75944e-07
Chrom1	150806	0.00165124	0.998347	1.40345e-06
Chrom1	155147	0.00116082	0.998838	1.34392e-06
Chrom1	156218	0.00151011	0.998489	8.89543e-07
Chrom1	157429	0.000390248	0.999608	2.08859e-06
Chrom1	159411	0.00118734	0.998811	1.16523e-06
Chrom1	166143	0.000524224	0.999474	1.34888e-06
Chrom1	168857	0.000414997	0.999583	1.85637e-06
Chrom1	170580	0.00186851	0.998131	6.57722e-08
Chrom1	172272	0.000850476	0.999149	3.79924e-07
Chrom1	174349	0.000988177	0.999011	3.24842e-07
Chrom1	176578	0.00108804	0.998912	2.34461e-07
Chrom1	178728	0.000683702	0.999316	2.63345e-08
Chrom1	182154	0.000628449	0.999371	3.66228e-07
Chrom1	183166	0.000865124	0.999135	2.69771e-07
Chrom1	185562	0.000868964	0.999131	2.69509e-07
Chrom1	196026	0.000898862	0.999101	2.27571e-07
Chrom1	200468	0.000885828	0.999114	2.03551e-07
Chrom1	201551	0.000882649	0.999117	1.965e-07
Chrom1	202582	0.000932161	0.999068	1.78021e-07
Chrom1	206962	0.000740547	0.999259	1.85782e-07
Chrom1	208769	0.00378209	0.996218	1.67269e-08
Chrom1	214462	0.000714002	0.999286	2.44006e-07
Chrom1	235392	0.000859729	0.99914	2.54315e-07
Chrom1	236430	0.000639035	0.999361	1.3836e-07
Chrom1	237433	0.000532212	0.999467	4.33142e-07
Chrom1	238648	0.000340256	0.999659	7.13813e-07
Chrom1	255920	0.000188171	0.999811	1.18742e-06
Chrom1	257788	0.000275979	0.999723	8.95168e-07
Chrom1	260446	0.000254302	0.999745	9.18699e-07
Chrom1	264040	0.000224986	0.999774	9.46025e-07
Chrom1	269419	0.000193363	0.999806	9.11083e-07
Chrom1	272580	2.08049e-05	0.999978	1.02695e-06
Chrom1	310408	0.000109582	0.99989	8.85056e-07
Chrom1	340991	7.36103e-05	0.999926	3.76558e-07
Chrom1	345233	3.2764e-05	0.999967	4.20924e-07
Chrom1	347205	5.20586e-05	0.999948	2.23034e-08
Chrom1	349026	6.67646e-05	0.999933	2.05616e-07
Chrom1	350051	0.000126055	0.999874	2.08549e-08
Chrom1	352155	3.78619e-05	0.999962	5.34553e-07
Chrom1	367723	4.55934e-05	0.999953	1.44527e-06
Chrom1	495613	3.20457e-06	0.999989	7.34123e-06
Chrom1	506155	6.14214e-06	0.999992	2.07251e-06
Chrom1	511162	4.6672e-06	0.999993	1.91766e-06
Chrom1	532721	4.45995e-08	1	2.06313e-07
Chrom1	533739	2.02154e-07	1	2.74466e-08
Chrom1	534777	3.49478e-07	0.999999	3.40122e-07
Chrom1	536560	2.25014e-07	1	3.74573e-08
Chrom1	537611	2.85064e-07	0.999999	6.25694e-07
Chrom1	538781	1.05982e-07	0.999998	2.30735e-06
Chrom1	539857	1.44769e-07	0.999999	1.19157e-06
Chrom1	541064	5.14185e-07	0.999999	5.98396e-07
Chrom1	542736	2.44748e-07	0.999999	1.1115e-06
Chrom1	554392	7.83377e-07	0.999998	1.53352e-06
Chrom1	566500	8.3803e-06	0.999991	2.0041e-07
Chrom1	568755	2.32557e-06	0.999996	1.8661e-06
Chrom1	636344	9.45603e-06	0.999987	3.18731e-06
Chrom1	705849	1.5422e-05	0.999982	2.70259e-06
Chrom1	717236	1.70017e-05	0.999981	2.33388e-06
Chrom1	720626	2.49182e-05	0.999974	1.12649e-06
Chrom1	749815	2.18383e-05	0.999976	1.90999e-06
Chrom1	852403	9.0457e-06	0.999989	2.14325e-06
Chrom1	893880	5.30349e-06	0.999994	7.13285e-07
Chrom1	896526	5.16405e-07	0.999998	1.23805e-06
Chrom1	900852	1.54027e-05	0.999985	3.0053e-08
Chrom1	902283	6.03366e-06	0.999994	2.53004e-07
Chrom1	918854	4.8883e-06	0.999995	2.51838e-07
Chrom1	919917	4.40158e-07	0.999999	1.41601e-07
Chrom1	922447	3.29843e-06	0.999996	4.11391e-07
Chrom1	933148	1.12183e-05	0.999989	4.81299e-08
Chrom1	1093865	1.08498e-05	0.999988	1.44936e-06
Chrom1	1162127	8.70465e-06	0.999991	2.32784e-08
Chrom1	1169636	1.30167e-05	0.999987	2.17542e-07
Chrom1	1175245	1.31734e-05	0.999987	2.16843e-07
Chrom1	1176900	1.44286e-05	0.999985	1.97502e-07
Chrom1	1179010	1.04899e-05	0.999989	6.85443e-08
Chrom1	1194054	5.75222e-06	0.999994	6.2687e-07
Chrom1	1199489	1.46868e-05	0.999985	3.93559e-07
Chrom1	1203549	1.53228e-05	0.999984	3.84202e-07
Chrom1	1207266	1.58993e-05	0.999984	3.69855e-07
Chrom1	1218100	1.7548e-05	0.999982	2.96512e-07
Chrom1	1219338	1.77334e-05	0.999982	2.85142e-07
Chrom1	1232630	1.52593e-05	0.999985	1.82026e-08
Chrom1	1280060	2.86324e-05	0.999971	5.74855e-08
Chrom1	1282118	5.09142e-05	0.999949	8.35853e-09
Chrom1	1283228	3.10757e-05	0.999969	3.08878e-08
Chrom1	1284985	4.62104e-05	0.999954	1.29671e-08
Chrom1	1288969	3.18283e-05	0.999968	3.69853e-08
Chrom1	1302901	2.86439e-05	0.999971	2.90681e-08
Chrom1	1304749	2.85761e-05	0.999971	2.17538e-08
Chrom1	1306750	0.000145665	0.999854	2.9144e-09
Chrom1	1309961	1.62687e-05	0.999984	1.29979e-09
Chrom1	1317678	2.47689e-05	0.999975	8.51106e-08
Chrom1	1318981	2.43985e-05	0.999976	9.51098e-08
Chrom1	1322716	4.43427e-05	0.999956	1.19455e-08
Chrom1	1323726	1.56166e-05	0.999984	2.98797e-07
Chrom1	1325321	2.21533e-05	0.999978	3.02497e-07
Chrom1	1336085	2.46168e-06	0.999997	5.30807e-07
Chrom1	1347753	2.27864e-05	0.999976	1.51351e-06
Chrom1	1397263	8.52636e-06	0.99998	1.17646e-05
Chrom1	1401553	1.68355e-05	0.999975	8.16729e-06
Chrom1	1436099	1.05523e-05	0.999975	1.41376e-05
Chrom1	1456349	1.97358e-05	0.99997	1.02287e-05
Chrom1	1457362	9.22402e-06	0.999975	1.57071e-05
Chrom1	1459270	1.57026e-05	0.999983	1.37736e-06
Chrom1	1469496	2.3523e-05	0.999964	1.23985e-05
Chrom1	1608111	0.000100347	0.999884	1.59773e-05
Chrom1	1792838	5.96743e-05	0.999785	0.00015531
Chrom1	1969396	9.52987e-05	0.999747	0.000157778
Chrom1	2212469	9.69075e-05	0.99971	0.00019308
Chrom1	2255703	9.47196e-05	0.999708	0.000196885
Chrom1	2501734	6.8044e-05	0.999728	0.000204316
Chrom1	2642431	2.23515e-05	0.999688	0.000289928
Chrom1	2689535	4.05892e-05	0.999785	0.000174519
Chrom1	2691018	3.80879e-05	0.999776	0.000185621
Chrom1	2714575	2.58891e-05	0.999729	0.00024561
Chrom1	2790317	3.07132e-05	0.99982	0.00014921
Chrom1	2831551	2.70759e-05	0.999841	0.000131433
Chrom1	2847529	2.77761e-05	0.999859	0.000113178
Chrom1	2851172	2.50497e-05	0.999852	0.000122917
Chrom1	2875162	2.20594e-05	0.999865	0.000113262
Chrom1	2881408	2.1243e-05	0.999868	0.000110711
Chrom1	2882687	2.10739e-05	0.999869	0.000110187
Chrom1	2911017	1.7161e-05	0.999884	9.84042e-05
Chrom1	2920006	1.33789e-05	0.999877	0.000109356
Chrom1	2961592	9.73942e-06	0.99991	8.01247e-05
Chrom1	2962981	8.76749e-06	0.999905	8.65963e-05
Chrom1	2964100	5.90793e-06	0.999892	0.000102447
Chrom1	2965176	1.0289e-05	0.999919	7.06681e-05
Chrom1	2967817	5.4178e-06	0.999895	9.98751e-05
Chrom1	2978424	1.04067e-05	0.999937	5.21928e-05
Chrom1	2985338	9.41612e-06	0.999984	6.26253e-06
Chrom1	3024789	9.88999e-06	0.999951	3.90047e-05
Chrom1	3047305	1.42916e-05	0.999962	2.32741e-05
Chrom1	3059340	1.27878e-05	0.999964	2.36957e-05
Chrom1	3131111	1.15504e-05	0.999979	9.90781e-06
Chrom1	3176594	5.28927e-06	0.99999	4.98697e-06
Chrom1	3177974	4.90282e-07	0.999996	3.86383e-06
Chrom1	3207662	7.52112e-06	0.999991	1.7579e-06
Chrom1	3210291	6.97231e-06	0.999991	1.67491e-06
Chrom1	3221808	3.24494e-06	0.999996	1.22543e-06
Chrom1	3222811	3.33405e-06	0.999997	5.33968e-08
Chrom1	3224291	1.01554e-05	0.999989	3.76152e-07
Chrom1	3226717	6.47502e-06	0.999993	8.22098e-07
Chrom1	3227728	6.74497e-06	0.999992	7.98461e-07
Chrom1	3228743	6.21552e-06	0.999993	8.89573e-07
Chrom1	3230792	1.47746e-05	0.999985	1.3784e-07
Chrom1	3323454	1.78756e-05	0.999978	3.95627e-06
Chrom1	3324508	4.80488e-06	0.99999	5.36399e-06
Chrom1	3396258	4.10081e-05	0.999955	3.74175e-06
Chrom1	3407534	4.45952e-05	0.999952	3.47991e-06
Chrom1	3426969	5.06585e-05	0.999946	2.90927e-06
Chrom1	3457918	3.84794e-05	0.999959	2.29456e-06
Chrom1	3461243	6.16435e-05	0.999937	1.46699e-06
Chrom1	3468068	1.43612e-05	0.999984	1.31056e-06
Chrom1	3469169	6.75612e-05	0.999932	8.9473e-07
Chrom1	3472494	6.62723e-05	0.999933	6.49542e-07
Chrom1	3473500	8.5147e-05	0.999914	4.34308e-07
Chrom1	3475782	0.000119939	0.99988	1.3852e-07
Chrom1	3477854	4.69225e-05	0.999953	1.59402e-08
Chrom1	3483601	0.000104888	0.999895	1.05143e-07
Chrom1	3485565	0.000111014	0.999889	9.3561e-08
Chrom1	3493954	0.000153296	0.999847	2.40327e-08
Chrom1	3494967	0.000165303	0.999835	1.462e-08
Chrom1	3495989	0.000147057	0.999853	1.37548e-09
Chrom1	3505535	0.000111137	0.999889	7.17916e-11
Chrom1	3506550	0.000114439	0.999886	1.02663e-10
Chrom1	3513103	0.0001851	0.999815	7.04195e-09
Chrom1	3516942	0.000645675	0.999354	1.48796e-10
Chrom1	3520340	0.000276805	0.999723	4.3524e-10
Chrom1	3521534	0.000305649	0.999694	8.03156e-10
Chrom1	3522741	0.00022961	0.99977	8.50528e-09
Chrom1	3531900	0.000655075	0.999345	4.06249e-09
Chrom1	3534075	0.000240053	0.99976	7.63499e-08
Chrom1	3601863	0.00088483	0.999115	1.45144e-07
Chrom1	3605607	0.000140597	0.999858	9.14784e-07
Chrom1	3648090	0.000230583	0.999769	8.79619e-07
Chrom1	3657172	0.000339163	0.999661	3.28462e-07
Chrom1	3691350	0.000250209	0.999749	7.13999e-07
Chrom1	3695849	0.000249501	0.99975	6.80854e-07
Chrom1	3696913	0.000249332	0.99975	6.71831e-07
Chrom1	3700957	0.00030417	0.999695	5.27124e-07
Chrom1	3703648	0.000280404	0.999719	5.48117e-07
Chrom1	3715494	0.000691522	0.999308	6.47705e-08
Chrom1	3716766	0.000242549	0.999757	6.05642e-07
Chrom1	3723428	2.50155e-05	0.999974	5.93607e-07
Chrom1	3765302	0.00025829	0.999738	3.93232e-06
Chrom1	3781199	0.000309395	0.999686	4.28586e-06
Chrom1	4009378	0.000249073	0.999735	1.56855e-05
Chrom1	4011007	0.000188174	0.999791	2.0728e-05
Chrom1	4013105	0.000184177	0.999795	2.10458e-05
Chrom1	4014463	9.48288e-05	0.999871	3.45949e-05
Chrom1	4017325	0.000271345	0.999715	1.37773e-05
