chrom	position	2,0	1,1	0,2
Chrom1	22043	3.95303e-07	0.000789316	0.99921
Chrom1	23135	3.78188e-07	0.000778439	0.999221
Chrom1	24376	3.59028e-07	0.000766077	0.999234
Chrom1	40025	7.50128e-09	0.000217957	0.999782
Chrom1	71493	9.3102e-08	0.000498644	0.999501
Chrom1	74381	8.89583e-08	0.000488395	0.999512
Chrom1	78086	6.8947e-08	0.000433211	0.999567
Chrom1	141357	2.18072e-08	0.000269934	0.99973
Chrom1	142437	2.10447e-08	0.000266416	0.999734
Chrom1	145265	3.87913e-08	0.000368397	0.999632
Chrom1	147704	9.68917e-09	0.000193763	0.999806
Chrom1	150806	1.4767e-08	0.000234344	0.999766
Chrom1	155147	1.20813e-08	0.000218333	0.999782
Chrom1	156218	9.06728e-09	0.000189971	0.99981
Chrom1	157429	1.08194e-08	0.000210426	0.99979
Chrom1	159411	1.127e-08	0.000219053	0.999781
Chrom1	166143	6.43626e-09	0.000180299	0.99982
Chrom1	168857	5.19097e-09	0.000170759	0.999829
Chrom1	170580	2.11462e-09	0.000121615	0.999878
Chrom1	172272	4.87467e-09	0.00017854	0.999821
Chrom1	174349	1.15766e-09	0.000103714	0.999896
Chrom1	176578	3.04208e-09	0.000150006	0.99985
Chrom1	178728	2.74002e-09	0.000145846	0.999854
Chrom1	182154	1.29074e-09	0.000109086	0.999891
Chrom1	183166	2.17978e-09	0.000137686	0.999862
Chrom1	185562	1.95627e-09	0.000134065	0.999866
Chrom1	196026	1.04782e-09	0.000118225	0.999882
Chrom1	200468	6.95647e-10	0.000111488	0.999889
Chrom1	201551	5.28066e-11	5.96572e-05	0.99994
Chrom1	202582	6.01551e-10	0.000109013	0.999891
Chrom1	206962	5.54236e-10	0.000105477	0.999895
Chrom1	208769	5.34996e-10	0.000104016	0.999896
Chrom1	214462	4.75488e-10	9.94057e-05	0.999901
Chrom1	235392	4.45548e-10	0.000108495	0.999892
Chrom1	236430	2.60649e-10	8.12108e-05	0.999919
Chrom1	237433	1.74235e-10	6.80487e-05	0.999932
Chrom1	238648	2.38393e-10	7.89954e-05	0.999921
Chrom1	255920	4.57078e-11	4.6531e-05	0.999953
Chrom1	257788	8.7032e-11	6.17293e-05	0.999938
Chrom1	260446	6.83058e-12	2.57625e-05	0.999974
Chrom1	264040	8.65505e-11	6.38951e-05	0.999936
Chrom1	269419	7.21807e-11	5.74237e-05	0.999943
Chrom1	272580	1.26715e-10	7.88272e-05	0.999921
Chrom1	310408	5.06869e-12	1.79278e-05	0.999982
Chrom1	340991	2.33349e-11	3.44758e-05	0.999966
Chrom1	345233	2.16556e-11	3.36971e-05	0.999966
Chrom1	347205	8.64847e-12	2.35901e-05	0.999976
Chrom1	349026	2.07722e-11	3.3133e-05	0.999967
Chrom1	350051	3.5185e-12	1.48154e-05	0.999985
Chrom1	352155	6.71238e-12	1.86159e-05	0.999981
Chrom1	367723	8.59117e-10	0.000194088	0.999806
Chrom1	495613	6.1395e-13	3.98225e-06	0.999996
Chrom1	506155	2.23723e-13	3.02825e-06	0.999997
Chrom1	511162	8.90203e-14	1.62767e-06	0.999998
Chrom1	532721	2.12203e-13	2.05645e-06	0.999998
Chrom1	533739	1.97428e-13	1.99052e-06	0.999998
Chrom1	534777	6.36853e-14	1.15631e-06	0.999999
Chrom1	536560	1.73952e-13	1.86242e-06	0.999998
Chrom1	537611	1.25229e-13	1.57373e-06	0.999998
Chrom1	538781	1.42541e-14	5.06532e-07	0.999999
Chrom1	539857	1.8208e-13	1.81884e-06	0.999998
Chrom1	541064	3.2164e-13	2.39666e-06	0.999998
