chrom	position	2,0	1,1	0,2
Chrom1	22043	0.00204992	0.997894	5.59891e-05
Chrom1	23135	0.000180735	0.999021	0.000798121
Chrom1	24376	0.000560341	0.998676	0.000763724
Chrom1	40025	0.00099398	0.998705	0.000301176
Chrom1	71493	0.000887635	0.999071	4.09221e-05
Chrom1	74381	0.00167053	0.998328	1.62481e-06
Chrom1	78086	0.0011941	0.998802	3.61285e-06
Chrom1	141357	0.000346595	0.999652	1.0705e-06
Chrom1	142437	0.00026187	0.999737	1.15254e-06
Chrom1	145265	4.76225e-05	0.999952	7.25004e-07
Chrom1	147704	0.000231568	0.999768	3.77062e-08
Chrom1	150806	0.000506613	0.999493	1.94236e-08
Chrom1	155147	0.000160631	0.999839	9.36057e-08
Chrom1	156218	0.000215534	0.999784	5.06317e-08
Chrom1	157429	0.000200937	0.999799	5.94639e-08
Chrom1	159411	0.000182543	0.999817	5.55984e-08
Chrom1	166143	5.79306e-05	0.999942	4.57623e-08
Chrom1	168857	6.93046e-05	0.999931	3.15896e-10
Chrom1	170580	0.000271957	0.999728	1.74718e-10
Chrom1	172272	9.15e-05	0.999908	1.80018e-09
Chrom1	174349	5.09466e-05	0.999949	8.90435e-11
Chrom1	176578	2.34153e-05	0.999977	9.15456e-09
Chrom1	178728	0.00012441	0.999876	6.75528e-10
Chrom1	182154	5.75147e-05	0.999942	2.49168e-08
Chrom1	183166	5.06791e-05	0.999949	3.20776e-08
Chrom1	185562	4.91757e-05	0.999951	3.85285e-08
Chrom1	196026	2.41623e-05	0.999976	4.97889e-08
Chrom1	200468	2.34623e-06	0.999998	3.62776e-08
Chrom1	201551	2.11093e-06	0.999998	3.10127e-08
Chrom1	202582	1.38394e-05	0.999986	3.53736e-08
Chrom1	206962	1.14713e-05	0.999988	3.19693e-08
Chrom1	208769	9.94468e-06	0.99999	2.74969e-09
Chrom1	214462	1.28626e-05	0.999987	5.0351e-08
Chrom1	235392	1.58395e-05	0.999984	3.33244e-08
Chrom1	236430	1.04551e-05	0.999989	4.83373e-08
Chrom1	237433	1.27187e-05	0.999987	3.66829e-08
Chrom1	238648	1.29094e-05	0.999987	7.23892e-09
Chrom1	255920	1.24056e-05	0.999988	2.25162e-08
Chrom1	257788	6.64324e-06	0.999993	1.52404e-09
Chrom1	260446	1.69728e-05	0.999983	1.86348e-08
Chrom1	264040	1.44535e-05	0.999986	3.76685e-08
Chrom1	269419	1.24599e-05	0.999987	6.56151e-08
Chrom1	272580	2.21467e-05	0.999978	4.25714e-08
Chrom1	310408	1.77093e-05	0.999982	4.00041e-09
Chrom1	340991	4.79626e-07	0.999999	3.31243e-08
Chrom1	345233	6.14996e-06	0.999994	3.36715e-09
Chrom1	347205	1.85974e-06	0.999998	6.259e-08
Chrom1	349026	2.7845e-06	0.999997	5.82334e-08
Chrom1	350051	1.53883e-06	0.999998	5.80519e-09
Chrom1	352155	3.17968e-06	0.999997	1.43768e-07
Chrom1	367723	3.51446e-06	0.999996	7.52212e-07
Chrom1	495613	1.39466e-06	0.999996	3.04472e-06
Chrom1	506155	2.77985e-06	0.999996	1.57338e-06
Chrom1	511162	1.18166e-06	0.999996	2.34641e-06
Chrom1	532721	3.44943e-07	0.999999	2.79687e-07
Chrom1	533739	1.75992e-06	0.999998	1.6416e-09
Chrom1	534777	6.83105e-06	0.999993	3.51099e-10
Chrom1	536560	1.21916e-05	0.999988	2.59489e-11
Chrom1	537611	5.64687e-06	0.999994	7.11005e-11
Chrom1	538781	2.05936e-06	0.999998	1.87742e-11
Chrom1	539857	1.36957e-05	0.999986	9.98576e-11
Chrom1	541064	8.50126e-07	0.999999	1.61128e-08
Chrom1	542736	4.66808e-06	0.999995	2.90127e-08
Chrom1	554392	6.88973e-06	0.999993	1.01344e-07
Chrom1	566500	9.13998e-06	0.999991	1.1894e-07
Chrom1	568755	2.54445e-05	0.999975	1.54656e-08
Chrom1	636344	1.17354e-05	0.999987	1.15551e-06
Chrom1	705849	5.90109e-06	0.999994	3.11275e-08
Chrom1	717236	1.27935e-05	0.999987	5.26423e-07
Chrom1	720626	1.98999e-05	0.99998	2.71086e-07
Chrom1	749815	1.32115e-05	0.999985	1.5911e-06
Chrom1	852403	1.00357e-05	0.999987	2.71424e-06
Chrom1	893880	1.06682e-05	0.999988	1.28444e-06
Chrom1	896526	9.61439e-06	0.999989	1.32031e-06
Chrom1	900852	4.64415e-06	0.999995	1.2123e-07
