chrom	position	2,0	1,1	0,2
Chrom1	22043	0.845023	0.154964	1.31629e-05
Chrom1	23135	0.88156	0.11836	8.02707e-05
Chrom1	24376	0.881572	0.118348	7.99121e-05
Chrom1	40025	0.529237	0.470549	0.000213922
Chrom1	71493	0.873497	0.126419	8.4245e-05
Chrom1	74381	0.736046	0.263534	0.000420306
Chrom1	78086	0.8681	0.13181	9.00906e-05
Chrom1	141357	0.913896	0.0860857	1.83509e-05
Chrom1	142437	0.916241	0.0837419	1.68422e-05
Chrom1	145265	0.904273	0.0957053	2.1986e-05
Chrom1	147704	0.904797	0.0951819	2.09201e-05
Chrom1	150806	0.884138	0.115833	2.88622e-05
Chrom1	155147	0.891064	0.108911	2.46224e-05
Chrom1	156218	0.906979	0.0930045	1.66529e-05
Chrom1	157429	0.762631	0.237316	5.24121e-05
Chrom1	159411	0.909303	0.0906823	1.43254e-05
Chrom1	166143	0.915881	0.0841098	9.23353e-06
Chrom1	168857	0.840802	0.15917	2.77536e-05
Chrom1	170580	0.922127	0.0778684	4.97289e-06
Chrom1	172272	0.932075	0.0679228	2.29734e-06
Chrom1	174349	0.975706	0.0242942	1.52585e-08
Chrom1	176578	0.816105	0.183894	1.12955e-06
Chrom1	178728	0.964262	0.0357378	5.67642e-09
Chrom1	182154	0.975628	0.0243723	1.78847e-09
Chrom1	183166	0.931117	0.0688827	4.5594e-08
Chrom1	185562	0.939931	0.0600686	3.15271e-08
Chrom1	196026	0.948887	0.0511127	1.17588e-08
Chrom1	200468	0.959712	0.0402877	3.43965e-09
Chrom1	201551	0.968521	0.031479	1.94468e-09
Chrom1	202582	0.949631	0.0503689	4.89506e-09
Chrom1	206962	0.939126	0.060874	4.53308e-09
Chrom1	208769	0.971505	0.0284946	1.42564e-10
Chrom1	214462	0.964928	0.0350718	9.25591e-10
Chrom1	235392	0.791119	0.208881	3.51398e-08
Chrom1	236430	0.939947	0.060053	6.03986e-09
Chrom1	237433	0.959319	0.0406812	7.26997e-10
Chrom1	238648	0.933541	0.0664589	6.61266e-09
Chrom1	255920	0.958885	0.0411152	1.22818e-09
Chrom1	257788	0.927164	0.0728364	1.37803e-10
Chrom1	260446	0.968554	0.0314459	6.26486e-10
Chrom1	264040	0.967013	0.0329872	1.16458e-09
Chrom1	269419	0.9681	0.0319003	1.72424e-09
Chrom1	272580	0.983147	0.0168527	5.83413e-10
Chrom1	310408	0.991494	0.00850585	2.69659e-11
Chrom1	340991	0.99302	0.00697996	1.7058e-10
Chrom1	345233	0.980332	0.0196679	1.07025e-09
Chrom1	347205	0.991061	0.00893944	2.17455e-10
Chrom1	349026	0.991571	0.00842926	1.00034e-10
Chrom1	350051	0.995698	0.00430156	1.70161e-12
