chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom4	4822	11398	0.016260	0.186122	0.111924	0.007560
Chrom4	7888	15379	0.057295	0.374976	0.278233	0.027516
Chrom4	11426	19459	0.037403	0.481095	0.306230	0.015969
Chrom4	15399	23196	0.002130	0.227014	0.047445	0.000658
Chrom4	19846	27840	0.009575	0.669690	0.390451	0.004491
Chrom4	23197	31723	0.006991	0.405847	0.291396	0.003316
Chrom4	27888	35836	0.002359	0.134169	0.076047	0.000959
Chrom4	31748	37517	0.004781	0.082914	0.053104	0.001820
Chrom4	36282	38433	0.059984	0.462338	0.350443	0.029739
Chrom4	37522	39570	0.102632	0.627104	0.513269	0.057383
Chrom4	38456	40883	0.112977	0.635332	0.565501	0.063441
Chrom4	39594	45143	0.061229	0.493426	0.380989	0.027321
Chrom4	40955	46848	0.089247	0.610907	0.467737	0.034906
Chrom4	45998	48655	0.104351	0.521765	0.402954	0.040399
Chrom4	46878	49677	0.024430	0.157859	0.071286	0.012066
Chrom4	48739	50055	0.022737	0.266213	0.048628	0.024457
Chrom4	49680	50409	-0.030934	-0.546276	-0.059230	0.000446
Chrom4	50068	59266	0.053402	0.271766	0.126561	0.025310
Chrom4	50413	63428	0.092123	0.340351	0.287770	0.039829
Chrom4	59350	66029	0.047499	0.198496	0.158397	0.019963
Chrom4	63595	68547	0.008882	0.080903	0.057531	0.001853
Chrom4	66046	70578	-0.008173	-0.224047	-0.157669	-0.004210
Chrom4	68755	73928	-0.047263	-1.745909	-0.524679	-0.024733
Chrom4	70877	77392	-0.012657	-0.113671	-0.068717	-0.006734
Chrom4	73950	81702	0.114921	0.359637	0.335558	0.062850
Chrom4	77456	83308	0.147870	0.422702	0.321958	0.073797
Chrom4	81716	90076	0.051043	0.339694	0.200679	0.021291
Chrom4	83342	98371	0.007748	0.094532	0.081215	0.003536
Chrom4	90167	100153	0.050301	0.396156	0.305274	0.022247
Chrom4	99155	101283	0.041933	0.257983	0.163585	0.017760
Chrom4	100157	108408	0.009290	0.080128	0.039324	0.004177
Chrom4	101306	113690	0.010751	0.123250	0.061128	0.005124
Chrom4	108597	127255	-0.012716	-0.189452	-0.081183	-0.004649
Chrom4	113756	129755	-0.014042	-0.529225	-0.146360	-0.005978
Chrom4	127305	140259	-0.006441	-0.385511	-0.147965	-0.003175
Chrom4	129951	148929	-0.002662	-0.071022	-0.033661	-0.002437
Chrom4	140279	150083	-0.019595	-0.562177	-0.109556	-0.007124
Chrom4	149065	151965	-0.013756	-0.363319	-0.070043	-0.003558
Chrom4	150167	155345	0.009082	0.214566	0.089186	0.004391
Chrom4	152190	160915	0.004690	0.091725	0.039712	0.006222
Chrom4	155348	161434	0.012062	0.115040	0.061343	0.008967
Chrom4	160954	167912	0.020092	0.139699	0.072859	0.004712
Chrom4	161442	170134	0.062446	0.234941	0.173353	0.022314
Chrom4	168288	171601	0.145041	0.340931	0.315162	0.060947
Chrom4	170151	172037	0.135758	0.376236	0.309425	0.056314
Chrom4	171631	173643	0.110809	0.297816	0.250340	0.040928
Chrom4	172079	179570	0.067828	0.310435	0.262728	0.025432
Chrom4	173705	191550	0.014142	0.249462	0.156343	0.004905
Chrom4	186888	194508	0.017677	0.280105	0.191686	0.006134
Chrom4	191561	198019	0.016889	0.256861	0.190168	0.006540
Chrom4	194538	202538	0.017533	0.277035	0.175731	0.008062
Chrom4	198022	205128	0.021114	0.370941	0.174750	0.009372
Chrom4	202550	208608	0.005650	0.094757	0.042166	0.000789
Chrom4	205319	213163	-0.007478	-0.058309	-0.032030	-0.005765
Chrom4	208859	217821	0.054945	0.263338	0.195528	0.023618
Chrom4	213427	221842	0.153286	0.403880	0.358867	0.058344
Chrom4	217877	226135	0.155818	0.286933	0.263577	0.053840
Chrom4	221880	235923	0.071501	0.198600	0.171983	0.022762
Chrom4	226498	239155	0.035590	0.245741	0.137080	0.013155
Chrom4	236281	241523	0.071062	0.373258	0.211880	0.029709
Chrom4	239226	242385	0.093027	0.243699	0.169380	0.035698
Chrom4	241524	246747	0.073300	0.185592	0.148880	0.025312
Chrom4	242437	250299	0.091153	0.276418	0.239027	0.029414
Chrom4	246933	252711	0.057346	0.296672	0.228497	0.019992
Chrom4	250341	260689	0.010797	0.143898	0.082689	0.004860
Chrom4	252715	268947	0.033060	0.295145	0.208167	0.013674
Chrom4	260722	273728	0.042554	0.417282	0.334282	0.017707
Chrom4	269483	282392	0.018412	0.236579	0.154721	0.006187
Chrom4	273777	302103	0.008577	0.038117	0.022181	0.001584
Chrom4	282495	326279	0.025946	0.048092	0.031711	0.005008
Chrom4	302170	335689	0.031754	0.059871	0.032111	0.007691
Chrom4	327144	347164	0.006601	0.025374	0.010145	-0.003223
Chrom4	335833	358231	-0.014680	-0.089735	-0.039637	-0.008242
Chrom4	347639	369480	-0.004043	-0.029755	-0.015501	-0.000443
