chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom3	33126	88733	0.083640	0.569813	0.420870	0.038012
Chrom3	36988	99399	0.157062	0.496022	0.441438	0.070684
Chrom3	88806	104971	0.091518	0.255920	0.185420	0.039467
Chrom3	100221	110194	0.015720	0.085552	0.052927	0.006134
Chrom3	105044	118424	0.058148	0.261377	0.207091	0.022990
Chrom3	110797	120342	0.162076	0.360988	0.281623	0.065056
Chrom3	118426	130088	0.119141	0.327686	0.215980	0.048318
Chrom3	120348	133894	0.041645	0.204113	0.125995	0.018079
Chrom3	130536	134643	0.063105	0.595149	0.411914	0.032267
Chrom3	133902	135119	0.088777	0.662127	0.523492	0.044397
Chrom3	134664	145002	0.061869	0.354121	0.296036	0.031381
Chrom3	135140	149017	-0.017117	-0.085997	-0.051896	0.000478
Chrom3	145244	160302	0.125376	0.286779	0.211844	0.072300
Chrom3	149059	162864	0.209278	0.425221	0.389913	0.102999
Chrom3	160399	164335	0.227288	0.563792	0.540457	0.115475
Chrom3	162924	166184	0.222621	0.567846	0.505560	0.115302
Chrom3	164363	171629	0.210859	0.318962	0.273555	0.093297
Chrom3	166188	174017	-0.002565	-0.014018	-0.005406	-0.014617
Chrom3	171644	175336	-0.090194	1.448860	-0.309908	-0.047314
Chrom3	174049	177231	-0.067718	1.322863	-0.204114	-0.036316
Chrom3	175357	184950	-0.061947	2.572527	-0.162662	-0.032781
Chrom3	177232	193125	-0.022012	-0.300631	-0.061217	-0.013858
Chrom3	186193	197679	0.097275	0.295802	0.212276	0.046527
Chrom3	193463	202933	0.099632	0.216756	0.153008	0.056654
Chrom3	197704	217925	0.129498	0.341278	0.245464	0.054581
Chrom3	203224	226055	0.116736	0.469365	0.401753	0.045599
Chrom3	218178	233047	0.025701	0.228767	0.164879	0.009445
Chrom3	226211	237954	-0.000717	-0.005245	-0.003323	-0.002859
Chrom3	233168	240784	0.031007	0.132636	0.104087	0.009368
Chrom3	238106	242733	0.054162	0.175882	0.135716	0.016115
Chrom3	240821	246004	0.017503	0.093806	0.055414	0.002013
Chrom3	243044	248606	0.029496	0.227272	0.151400	0.008050
Chrom3	246729	249841	0.009082	0.069292	0.038683	0.003975
Chrom3	248621	251923	-0.006828	-0.048349	-0.026223	-0.001862
Chrom3	249860	254110	0.026853	0.169094	0.124066	0.010760
Chrom3	251957	255357	0.030816	0.224269	0.149832	0.011592
Chrom3	254133	259867	0.045290	0.287889	0.208055	0.015828
Chrom3	255590	266127	0.070777	0.245596	0.215305	0.027132
Chrom3	259893	274066	0.071183	0.226293	0.196353	0.028998
Chrom3	266217	280484	0.067664	0.307835	0.256276	0.027718
Chrom3	274178	288981	0.034416	0.259124	0.190284	0.012600
Chrom3	280495	294696	0.037233	0.342683	0.204535	0.014935
Chrom3	289197	303165	0.074647	0.450131	0.293260	0.028205
Chrom3	294698	303758	0.013486	0.134507	0.065368	0.003196
Chrom3	303190	304474	0.019881	0.217517	0.124272	0.007623
Chrom3	303774	310743	0.057673	0.471771	0.400931	0.024261
Chrom3	304491	312985	0.066290	0.481153	0.400657	0.026809
Chrom3	310747	315427	0.068947	0.464813	0.336939	0.026182
Chrom3	312987	318682	0.063681	0.578466	0.387271	0.023553
Chrom3	315460	327628	0.038831	0.391278	0.207270	0.011581
Chrom3	319128	331081	-0.010459	-0.060858	-0.031398	-0.007536
Chrom3	327995	336857	-0.014794	-0.100203	-0.045549	-0.005978
Chrom3	331107	343727	0.000754	0.005104	0.002531	-0.000625
Chrom3	338750	352918	0.008950	0.041181	0.024056	0.001776
Chrom3	344079	364009	-0.016714	-0.124518	-0.054185	-0.008203
Chrom3	353229	375737	-0.039838	-0.318948	-0.105753	-0.019423
Chrom3	364383	382554	-0.024574	-0.112500	-0.045690	-0.019693
Chrom3	375742	386377	0.010158	0.065973	0.026503	0.000763
Chrom3	383142	388732	0.002059	0.041932	0.010856	0.001086
Chrom3	386403	391150	-0.003135	-0.073488	-0.014866	-0.001124
Chrom3	389062	397522	-0.023934	-0.522086	-0.079109	-0.010357
Chrom3	391508	405320	-0.032968	-0.651312	-0.091999	-0.015937
Chrom3	397532	407953	0.024489	0.150895	0.037445	0.014331
Chrom3	405461	416567	0.004146	0.028216	0.006997	0.002767
Chrom3	407966	417888	-0.021326	-0.240019	-0.065266	-0.008931
Chrom3	416584	420872	0.003970	0.046772	0.019674	0.002521
Chrom3	417940	430430	0.007170	0.092898	0.045760	0.001425
Chrom3	420929	440394	-0.017255	-0.460924	-0.105844	-0.009243
Chrom3	431128	441032	-0.033363	-0.998896	-0.210934	-0.014944
Chrom3	440395	441533	-0.058021	-0.405785	-0.266677	-0.030088
Chrom3	441036	442656	-0.022541	-0.240772	-0.166306	-0.011422
Chrom3	441598	447430	0.007030	0.136029	0.097809	0.003141
Chrom3	442681	449771	-0.000622	-0.008250	-0.003695	-0.001104
Chrom3	447509	450654	-0.023225	-0.121145	-0.046331	-0.008136
Chrom3	449933	458350	-0.021854	-0.099421	-0.034984	-0.005876
Chrom3	450695	461323	-0.010909	-0.062131	-0.025413	-0.002869
Chrom3	458573	463392	-0.018012	-0.098527	-0.040145	-0.006839
Chrom3	461419	474460	-0.021384	-0.223523	-0.059466	-0.009358
Chrom3	463821	476138	-0.035469	-0.837519	-0.192780	-0.015529
Chrom3	474575	481584	-0.026682	-0.415619	-0.207472	-0.012971
Chrom3	476167	490844	0.007475	0.065039	0.046975	-0.000803
Chrom3	481603	494469	0.034954	0.214949	0.163368	0.010269
Chrom3	491206	497988	0.017582	0.111977	0.082170	0.003427
