chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom7	8602	12629	0.054446	0.255026	0.111235	0.029334
Chrom7	11824	21121	-0.030241	-0.356277	-0.066807	-0.014470
Chrom7	13697	22404	-0.035946	-5.099290	-0.163063	-0.018247
Chrom7	21218	24098	-0.002145	-0.043995	-0.023161	-0.001296
Chrom7	22407	29665	0.019369	0.268574	0.211709	0.009775
Chrom7	24228	33046	0.034686	0.329476	0.237830	0.016603
Chrom7	30130	37601	0.018252	0.229930	0.106389	0.007379
Chrom7	33120	41435	0.006255	0.106837	0.038625	0.004184
Chrom7	37622	42212	0.042256	0.358749	0.202842	0.020983
Chrom7	41502	47038	0.001670	0.019186	0.006718	0.001949
Chrom7	42568	55940	-0.070642	1.581238	-0.361220	-0.028433
Chrom7	47069	72891	-0.046244	-15.336042	-0.220532	-0.018525
Chrom7	56226	83536	-0.015983	-0.170479	-0.050504	-0.006835
Chrom7	73464	95802	0.033743	0.163132	0.074182	0.012298
Chrom7	84112	99662	0.066013	0.271500	0.182516	0.031204
Chrom7	95912	106770	0.058576	0.220475	0.174766	0.021987
Chrom7	99693	110593	0.095071	0.233819	0.198321	0.031905
Chrom7	106778	116737	0.235287	0.463409	0.451670	0.088756
Chrom7	111022	119705	0.232586	0.609918	0.585470	0.095498
Chrom7	116826	126166	0.183629	0.599784	0.562212	0.075446
Chrom7	119730	132180	0.162609	0.549060	0.506556	0.064315
Chrom7	126190	141302	0.094914	0.470808	0.321873	0.036071
Chrom7	132338	144825	0.029939	0.227211	0.105123	0.005996
Chrom7	141323	148275	-0.017547	-0.369303	-0.078228	-0.012536
Chrom7	144860	151385	-0.031455	-0.854007	-0.117913	-0.015789
Chrom7	148439	154504	-0.010419	-0.100791	-0.041228	-0.008708
Chrom7	151418	163630	-0.006354	-0.054389	-0.026174	-0.007535
Chrom7	154713	171335	-0.001193	-0.009004	-0.004224	-0.004191
Chrom7	163748	183727	0.036037	0.250954	0.151852	0.014627
Chrom7	171405	184346	0.074654	0.177570	0.140300	0.031874
Chrom7	183782	197776	0.062401	0.109502	0.085566	0.027076
Chrom7	184374	199501	0.047776	0.244461	0.168184	0.024067
Chrom7	197820	203320	0.034528	0.266945	0.140214	0.017643
Chrom7	199552	217792	-0.002866	-0.019177	-0.007793	0.000592
Chrom7	203468	219411	0.020099	0.187311	0.093164	0.010140
Chrom7	217797	222884	-0.002826	-0.044380	-0.012065	-0.001890
Chrom7	219823	227156	0.035303	0.250091	0.101084	0.014040
Chrom7	223450	235701	0.094374	0.436019	0.302866	0.038275
Chrom7	227266	265738	0.141620	0.320345	0.176103	0.056412
Chrom7	238599	268787	0.154657	0.344278	0.199880	0.062197
Chrom7	266351	271525	0.048220	0.397512	0.236849	0.019979
Chrom7	268794	289843	0.033150	0.260806	0.110734	0.010257
Chrom7	271557	298526	0.141429	0.361243	0.266012	0.051705
Chrom7	289944	300225	0.305399	0.398393	0.385651	0.139189
Chrom7	298533	302454	0.354800	0.480103	0.461014	0.164061
Chrom7	300228	307557	0.274773	0.437261	0.415986	0.116785
Chrom7	302463	309737	0.272983	0.342275	0.322834	0.101904
Chrom7	307585	313468	0.244642	0.358262	0.336295	0.097278
Chrom7	309929	321067	0.206791	0.384445	0.358788	0.083251
Chrom7	313568	322284	0.246918	0.325502	0.288688	0.092661
Chrom7	321145	323485	0.273517	0.288066	0.248296	0.100391
Chrom7	322285	324806	0.261830	0.328446	0.274645	0.086385
Chrom7	323495	326528	0.300945	0.359650	0.332664	0.114321
Chrom7	324847	329789	0.285490	0.367842	0.350825	0.118941
Chrom7	326644	330267	0.290630	0.522935	0.479771	0.110379
Chrom7	329823	330799	0.538818	0.690168	0.690168	0.300123
Chrom7	330278	332872	0.246793	0.533494	0.467472	0.108784
Chrom7	330824	340898	0.049571	0.304558	0.230444	0.016026
Chrom7	332931	343981	-0.019425	-0.212030	-0.125438	-0.014914
Chrom7	341250	346543	-0.025835	-0.366429	-0.174166	-0.016524
Chrom7	344002	347050	0.004052	0.047056	0.019933	-0.000229
Chrom7	346559	347910	0.051299	0.124895	0.087918	0.024654
Chrom7	347052	349963	0.108142	0.311011	0.257782	0.053054
Chrom7	348033	351690	0.048235	0.551564	0.371279	0.020749
Chrom7	350207	353542	0.024756	0.495063	0.281789	0.011765
Chrom7	351757	355535	0.059856	0.364087	0.287986	0.027970
Chrom7	353594	362277	0.091756	0.391869	0.317573	0.038844
Chrom7	355678	378540	0.133627	0.433298	0.339194	0.054399
Chrom7	362558	387487	0.030014	0.131607	0.081952	0.007992
Chrom7	379103	388772	-0.092158	-0.807189	-0.269419	-0.039797
Chrom7	387877	390111	-0.118325	-0.384310	-0.152485	-0.035351
Chrom7	388779	406428	0.000337	0.001482	0.000738	0.003612
Chrom7	390155	416419	0.045679	0.232049	0.136920	0.022139
Chrom7	406994	422951	0.032735	0.219539	0.125190	0.015763
Chrom7	416435	425678	0.002862	0.025615	0.015151	0.000665
Chrom7	422978	426329	-0.019274	-0.069994	-0.040760	-0.003055
Chrom7	425685	435402	0.047417	0.114741	0.074076	0.023177
Chrom7	426332	436021	0.045380	0.192574	0.115893	0.022285
Chrom7	435414	447541	0.072569	0.240966	0.100390	0.034195
Chrom7	436584	456782	0.101694	0.223774	0.122282	0.044345
Chrom7	447795	469763	0.126169	0.295886	0.212485	0.053534
Chrom7	459821	476994	0.073261	0.274955	0.178322	0.022072
Chrom7	469881	490775	0.017193	0.096919	0.041562	0.003614
Chrom7	477031	504975	0.054658	0.375044	0.198595	0.020233
Chrom7	490788	509664	0.064682	0.501969	0.403788	0.030527
Chrom7	505472	510253	0.070839	0.230379	0.203913	0.039693
Chrom7	509863	514094	0.033406	0.063800	0.054525	0.025135
Chrom7	510269	520880	-0.020734	-0.072015	-0.056133	-0.009194
Chrom7	514127	523877	0.001230	0.013699	0.008644	0.000089
Chrom7	522258	543165	0.027942	0.424314	0.261097	0.013616
Chrom7	524091	543865	0.008369	0.281516	0.190824	0.003920
Chrom7	543171	544999	0.002602	0.423597	0.277869	0.001256
Chrom7	543874	547861	0.009984	0.313700	0.229103	0.004704
Chrom7	545002	553492	0.018862	0.349233	0.259083	0.008648
Chrom7	547927	555730	0.042857	0.441310	0.290934	0.019120
Chrom7	553603	562278	0.065402	0.558464	0.400044	0.028281
Chrom7	555745	567891	0.088324	0.710619	0.654835	0.038702
Chrom7	562316	571048	0.066644	0.634670	0.587450	0.030381
Chrom7	567899	572346	0.021847	0.419884	0.346805	0.010224
Chrom7	571057	572844	0.046875	0.542477	0.399737	0.022924
Chrom7	572412	573015	0.047648	0.375743	0.181761	0.024424
Chrom7	572847	573418	0.022372	0.255428	0.101360	0.011532
Chrom7	573018	574515	0.009975	0.298855	0.153032	0.005097
Chrom7	573423	575900	-0.001640	-0.036476	-0.023439	-0.000721
Chrom7	574518	579242	-0.012739	-0.252324	-0.137949	-0.006069
Chrom7	575902	584723	-0.008710	-0.105118	-0.067204	-0.003957
Chrom7	579446	588502	0.005330	0.062289	0.049187	0.002713
Chrom7	584744	592150	0.012801	0.346245	0.201933	0.006502
Chrom7	588591	603686	0.013109	0.365383	0.207008	0.006292
Chrom7	592269	608748	0.006934	0.159487	0.111002	0.003157
Chrom7	603729	614098	0.018309	0.339585	0.265953	0.008643
Chrom7	608824	631807	0.019909	0.304419	0.248876	0.009631
Chrom7	614266	637336	-0.004498	-0.078820	-0.047033	-0.001247
Chrom7	631836	641191	-0.000953	-0.017998	-0.008705	0.000139
Chrom7	637492	642612	0.014844	0.190299	0.127169	0.007045
Chrom7	641210	645587	0.008382	0.107713	0.084427	0.004275
Chrom7	642623	648425	0.006227	0.111817	0.091657	0.003118
Chrom7	645597	651440	-0.003498	-0.059893	-0.047512	-0.001491
Chrom7	648451	655087	0.008211	0.093298	0.078864	0.003959
Chrom7	651529	660639	0.019247	0.248609	0.207818	0.009429
Chrom7	655555	664182	0.024758	0.461927	0.331228	0.011818
Chrom7	662247	664726	0.020173	0.463174	0.218027	0.009018
