chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom1	24398	40098	0.263543	0.580649	0.441781	0.132927
Chrom1	28876	62847	0.081416	0.421113	0.223357	0.041817
Chrom1	40107	68250	-0.023540	66.837600	-0.129107	-0.011743
Chrom1	63061	71041	-0.099565	1.178244	-0.436934	-0.044841
Chrom1	68455	75000	0.076074	0.481038	0.180155	0.041949
Chrom1	71087	78105	0.304801	0.707744	0.548006	0.167255
Chrom1	75162	78642	0.266857	0.597882	0.524368	0.140476
Chrom1	78107	81077	0.309850	0.585101	0.459242	0.153212
Chrom1	78645	96055	0.162691	0.592153	0.343000	0.066727
Chrom1	81095	123545	-0.015115	-0.318309	-0.063846	-0.012357
Chrom1	96056	141402	0.001913	0.031339	0.009210	-0.000031
Chrom1	127697	144077	0.054236	0.606687	0.219492	0.022229
Chrom1	141406	147435	0.173188	0.818736	0.525326	0.087768
Chrom1	144381	148826	0.186197	0.734924	0.477674	0.094510
Chrom1	147444	152411	0.222789	0.732710	0.469543	0.109371
Chrom1	148846	155773	0.240605	0.755684	0.511649	0.115270
Chrom1	152548	156296	0.128388	0.524843	0.303387	0.055522
Chrom1	155794	158829	0.011030	0.119632	0.046094	0.003382
Chrom1	156320	166072	-0.016245	-1.109765	-0.129019	-0.009421
Chrom1	158901	168943	0.131590	0.626776	0.447142	0.057517
Chrom1	166092	173143	0.233851	0.730396	0.663624	0.115123
Chrom1	169361	177780	0.226431	0.725645	0.683433	0.110565
Chrom1	173144	180853	0.206665	0.695134	0.643854	0.100261
Chrom1	177813	183589	0.152129	0.604311	0.529002	0.071397
Chrom1	180867	187061	0.096281	0.504951	0.358668	0.044909
Chrom1	183603	189874	0.112448	0.699266	0.537499	0.055404
Chrom1	187552	194299	0.132616	0.737979	0.696912	0.066938
Chrom1	189981	195847	0.076223	0.473360	0.362734	0.039777
Chrom1	194313	198975	0.030652	0.213641	0.131168	0.016862
Chrom1	195888	203969	0.078455	0.437693	0.310017	0.033739
Chrom1	199514	209749	0.129762	0.592883	0.446945	0.055829
Chrom1	204390	216484	0.136726	0.636168	0.484050	0.064682
Chrom1	209958	227543	0.082772	0.628165	0.368327	0.036582
Chrom1	216555	235816	-0.015669	-0.519024	-0.096664	-0.005958
Chrom1	232751	236420	0.042295	0.250161	0.154627	0.020035
Chrom1	235907	236732	0.114805	0.415984	0.263255	0.059890
Chrom1	236421	237298	0.108859	0.373615	0.249731	0.054129
Chrom1	236753	238220	0.073757	0.284800	0.234312	0.030949
Chrom1	237321	241254	-0.010767	-0.111657	-0.058858	-0.008633
Chrom1	238371	243401	-0.038114	-3.175417	-0.309432	-0.022157
Chrom1	241291	246872	-0.026685	1.314768	-0.504960	-0.014277
Chrom1	243406	248934	-0.007211	37.551912	-0.302617	-0.004130
Chrom1	246928	251735	0.000610	0.130281	0.017444	-0.000872
Chrom1	249109	253783	0.008921	0.638514	0.212614	0.002991
Chrom1	251846	256566	0.026483	0.365993	0.301770	0.011954
Chrom1	253802	258640	0.068981	0.269231	0.176429	0.032673
Chrom1	256625	260510	0.077486	0.292048	0.185348	0.035245
Chrom1	258682	263168	0.072167	0.419632	0.316035	0.032412
Chrom1	260621	267590	0.070458	0.425082	0.323107	0.031111
Chrom1	263994	272989	0.013693	0.102703	0.067205	0.003108
Chrom1	267662	286797	-0.028177	-0.497096	-0.220672	-0.013750
Chrom1	273004	311338	0.022993	0.216217	0.142353	0.008751
Chrom1	287342	324124	0.083585	0.448405	0.370403	0.038350
Chrom1	311889	329029	0.111276	0.595569	0.504929	0.055997
Chrom1	324185	337335	0.023367	0.148240	0.091934	0.010299
Chrom1	329317	344888	-0.055227	-0.388737	-0.197587	-0.028437
Chrom1	337892	349741	-0.001317	-0.005024	-0.003425	-0.001378
Chrom1	344999	363319	-0.040182	-0.172546	-0.108098	-0.020445
