chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig50	52469	155726	-0.020496	7.594974	-0.730356	-0.010816
contig50	75173	185787	-0.019085	-4.658973	-0.753722	-0.009967
contig50	155882	254360	-0.028434	-2.414226	-0.651247	-0.014671
contig50	221570	295914	-0.022313	-2.036422	-0.607643	-0.011211
contig50	254381	349789	-0.020215	-6.068770	-0.656749	-0.010359
contig50	295915	372034	-0.018877	-37.527135	-0.526351	-0.009727
contig50	349888	406319	-0.016190	15.033598	-0.571987	-0.008235
contig50	372052	428853	-0.017985	-8.762855	-0.612697	-0.009696
contig50	407066	483867	-0.003547	-0.187390	-0.079200	-0.003796
contig50	445533	494567	-0.007009	-0.284124	-0.137734	-0.005333
contig50	484211	641594	-0.025893	-2.132299	-0.574591	-0.013257
contig50	497599	663723	-0.025146	-3.736212	-0.637788	-0.013023
contig50	641701	668240	-0.012757	-0.930863	-0.323675	-0.007052
contig50	663768	691096	0.026510	0.614389	0.468852	0.014168
contig50	668482	777617	0.031319	0.742643	0.577030	0.016642
contig50	691153	823435	0.007460	0.280650	0.166296	0.003048
contig50	777618	835521	-0.000286	-0.014103	-0.007386	-0.000982
contig50	823473	859239	-0.007095	-2.111198	-0.491493	-0.003641
contig50	835785	869885	-0.010202	-2.987615	-0.726245	-0.005467
contig50	859496	877116	-0.013912	-2.097817	-0.543805	-0.007223
contig50	870228	892184	-0.013962	-4.130263	-0.563394	-0.006950
contig50	877124	974359	0.009539	0.432077	0.273579	0.004524
contig50	892285	1015754	-0.000951	-0.119072	-0.010201	0.000301
contig50	975080	1028944	-0.027895	1.654302	-0.330433	-0.012856
contig50	1015810	1039012	-0.000383	-0.030637	-0.009398	0.000222
contig50	1028982	1045798	0.010120	0.185252	0.153377	0.005259
contig50	1039192	1081467	0.007058	0.079187	0.061935	0.003709
contig50	1045804	1179183	0.010720	0.140935	0.105653	0.005708
contig50	1081472	1193668	0.000291	0.013432	0.007654	0.000017
contig50	1179184	1208434	-0.022516	118.731252	-0.584837	-0.011454
contig50	1193702	1226517	-0.035413	12.607394	-0.551194	-0.016612
contig50	1208440	1281231	-0.042769	3.405023	-0.594015	-0.019784
contig50	1226519	1344495	-0.023122	-4.351248	-0.400032	-0.010907
contig50	1282929	1426745	0.008816	0.369047	0.229383	0.004332
contig50	1344589	1495682	0.010355	0.538816	0.323530	0.004792
contig50	1426798	1597421	0.005733	0.394653	0.204632	0.002439
contig50	1495711	1629815	0.008531	0.321524	0.227993	0.004100
contig50	1597426	1656243	0.003161	0.093886	0.062534	0.001429
contig50	1629818	1760389	-0.015077	-1.279965	-0.281893	-0.007740
contig50	1656440	1815038	-0.010721	-1.201222	-0.206951	-0.005529
contig50	1760443	1927330	0.003329	0.069377	0.034822	0.001823
contig50	1818968	1937347	-0.006948	-0.119501	-0.033187	-0.003038
contig50	1927382	1945754	-0.010476	-0.286274	-0.062370	-0.005090
contig50	1937349	1957270	0.004449	0.106501	0.051566	0.002564
contig50	1945802	1967926	-0.010632	-0.123000	-0.069151	-0.004392
contig50	1957297	1972777	0.001837	0.022132	0.013351	0.001214
contig50	1969888	1984315	0.024134	0.406694	0.192835	0.010915
contig50	1972788	2021512	-0.006447	-0.104518	-0.044867	-0.003799
contig50	1984343	2025347	-0.021314	-0.543437	-0.129087	-0.009187
contig50	2021560	2033155	-0.008247	-0.149483	-0.049665	-0.003089
contig50	2025447	2036486	-0.082204	-0.555329	-0.291892	-0.043370
contig50	2033207	2038203	-0.102719	-0.352979	-0.209654	-0.055224
contig50	2036493	2049342	-0.005902	-0.029373	-0.020305	-0.001472
contig50	2038363	2075705	0.010992	0.158650	0.114635	0.005259
contig50	2049348	2080951	0.006794	0.141558	0.105329	0.003267
contig50	2075714	2089008	-0.009177	-0.832940	-0.251226	-0.004510
contig50	2080998	2097781	-0.019567	-0.876030	-0.260954	-0.011424
contig50	2089227	2134044	0.003161	0.064200	0.033080	-0.002964
contig50	2097904	2147096	0.025814	0.215690	0.171131	0.012308
contig50	2134101	2164086	0.024636	0.183459	0.150443	0.014171
contig50	2147165	2210663	0.013497	0.282005	0.211471	0.005695
contig50	2164088	2237326	0.003975	0.232308	0.141248	0.001645
contig50	2210851	2245134	0.002058	0.215111	0.077271	0.000970
contig50	2237344	2252329	-0.005235	-0.436328	-0.166147	-0.002444
contig50	2245143	2255020	-0.034610	-0.771648	-0.341512	-0.018396
contig50	2252347	2274329	-0.043286	-1.235746	-0.258929	-0.024227
contig50	2255052	2287482	-0.014592	-1.292548	-0.132610	-0.008115
contig50	2274392	2352597	-0.002155	-0.139345	-0.039604	-0.001148
contig50	2287505	2356742	0.000022	0.001737	0.000491	-0.000029
contig50	2352623	2362457	-0.005899	-0.364455	-0.135329	-0.003468
contig50	2356784	2385191	-0.014178	-1.546660	-0.395887	-0.007641
contig50	2362476	2408647	-0.005231	-0.608443	-0.204737	-0.002868
contig50	2385302	2442958	-0.005441	-0.439252	-0.195029	-0.002899
contig50	2408653	2466513	-0.003908	-0.135470	-0.078501	-0.001883
contig50	2442997	2498151	0.003716	0.146160	0.090958	0.002075
