chr	windowStart	windowEnd	D	f_d	f_dM	d_f
Chrom8	51605	83664	0.022919	0.304138	0.175687	0.009102
Chrom8	77037	85674	0.009724	0.155247	0.035835	0.001171
Chrom8	83699	88510	0.032401	0.458358	0.126324	0.006808
Chrom8	86049	89292	0.022053	0.155091	0.064975	0.006585
Chrom8	88518	89997	0.022909	0.075545	0.037302	0.004560
Chrom8	89312	92488	0.101968	0.253971	0.168968	0.027191
Chrom8	90051	94581	0.061178	0.314621	0.204613	0.019214
Chrom8	92536	95999	-0.009458	-0.118435	-0.044540	-0.008404
Chrom8	94610	101027	-0.008912	-0.123145	-0.050373	-0.006102
Chrom8	96100	105040	0.033605	0.478632	0.372235	0.014121
Chrom8	101223	107836	0.025640	0.471570	0.302018	0.010834
Chrom8	106092	111980	0.018394	0.340795	0.174036	0.008169
Chrom8	107988	154350	0.017906	0.333132	0.181224	0.007664
Chrom8	112233	154393	-0.003711	-0.172655	-0.074081	-0.002330
Chrom8	154354	180833	-0.001239	-0.076799	-0.028289	-0.000413
Chrom8	154395	202871	0.050651	0.728201	0.495986	0.025776
Chrom8	181148	212190	0.038723	0.576328	0.288118	0.021995
Chrom8	202893	235478	0.011370	0.257797	0.113337	0.007887
Chrom8	212596	238898	0.024025	0.334808	0.160944	0.010304
Chrom8	235606	243698	0.034167	0.384348	0.199049	0.011614
Chrom8	238932	253293	0.027716	0.359013	0.257390	0.009634
Chrom8	243854	280055	-0.001871	-0.067812	-0.028088	-0.002258
Chrom8	253671	300653	0.009614	0.321118	0.164906	0.004446
Chrom8	292489	315836	-0.003679	-0.115274	-0.047082	-0.002594
Chrom8	300688	324280	-0.002169	-0.053889	-0.022026	-0.001490
Chrom8	316078	337266	0.040519	0.470712	0.291231	0.017876
Chrom8	324766	346185	0.038176	0.479783	0.303983	0.016191
Chrom8	337478	351955	0.034555	0.569967	0.347313	0.014278
Chrom8	346598	355328	-0.017995	4.983739	-0.101238	-0.007285
Chrom8	352139	361009	-0.036028	2.085148	-0.196149	-0.015722
Chrom8	355523	367071	0.004243	0.133218	0.039098	0.000136
Chrom8	361051	370976	0.002166	0.045322	0.021165	0.000477
Chrom8	367382	377507	-0.001435	-0.033660	-0.016757	-0.001075
Chrom8	371084	387725	-0.005635	-0.186653	-0.075171	-0.003193
Chrom8	377558	411440	-0.014669	-0.344574	-0.151716	-0.007474
Chrom8	388030	418660	-0.012211	-0.326169	-0.148952	-0.006300
Chrom8	411484	425021	0.002612	0.047076	0.024668	-0.000193
Chrom8	418947	427964	-0.008780	-0.198283	-0.071903	-0.004900
Chrom8	425047	449759	-0.002342	-0.052943	-0.018054	-0.001847
Chrom8	428010	494661	0.016894	0.295419	0.147970	0.006536
Chrom8	449791	522632	0.015551	0.271492	0.137647	0.007446
Chrom8	494670	564948	0.000855	0.016814	0.006809	-0.000270
Chrom8	522633	621814	-0.025982	-6.360112	-0.259583	-0.011496
Chrom8	565062	644188	-0.017406	-0.505405	-0.155738	-0.007174
Chrom8	621830	676563	0.001253	0.020452	0.012451	-0.000066
Chrom8	644207	685846	0.001906	0.060016	0.025007	0.000137
Chrom8	676598	704546	0.070343	0.708662	0.547147	0.032275
Chrom8	686063	736268	0.069027	0.585553	0.424941	0.033061
Chrom8	710448	816251	-0.001144	-0.028751	-0.013480	-0.000294
