chr	windowStart	windowEnd	D	f_d	f_dM	d_f
contig64	65441	215638	-0.008775	-0.760597	-0.204280	-0.004991
contig64	194579	304597	0.008806	0.300022	0.203719	0.004494
contig64	272933	324501	0.011132	0.441035	0.281323	0.005477
contig64	304598	412640	0.001338	0.028930	0.023612	-0.000039
contig64	328600	441670	0.005378	0.087033	0.072054	0.001671
contig64	412646	507988	0.020208	0.436527	0.319221	0.009773
contig64	441671	572531	0.007253	0.296596	0.121044	0.003630
contig64	507996	657450	-0.002187	-0.139033	-0.048822	-0.001468
contig64	572661	680967	-0.009996	-2.272531	-0.308456	-0.005212
contig64	657452	769573	0.009399	0.423315	0.088271	0.005028
contig64	681081	831395	0.014583	0.438002	0.119624	0.006503
contig64	769629	1013247	-0.010225	-1.088520	-0.208594	-0.005242
contig64	831401	1175609	0.023069	0.686004	0.419176	0.011396
contig64	1068183	1237621	0.037840	0.789852	0.689840	0.019646
contig64	1175699	1238561	0.019227	0.150854	0.133315	0.010628
contig64	1237967	1238969	0.024623	0.080126	0.070436	0.012805
contig64	1238570	1240907	0.020460	0.088342	0.079299	0.008488
contig64	1238978	1277254	0.004414	0.096899	0.028659	0.002244
contig64	1241906	1366552	0.003311	0.141832	0.023133	0.002109
contig64	1277277	1448877	-0.030134	-78.883538	-0.306754	-0.015250
contig64	1366614	1503986	-0.031803	3.393889	-0.394838	-0.016214
contig64	1448953	1507379	-0.002396	-0.070883	-0.048001	-0.001148
contig64	1504025	1534736	-0.010864	-0.444072	-0.139403	-0.004440
contig64	1509866	1638157	0.020233	0.438275	0.152839	0.010590
contig64	1537407	1658907	0.048373	0.479032	0.159034	0.021729
contig69	1977	6934	-0.133996	1.037614	-0.544677	-0.063701
contig69	4093	7457	-0.035253	2.346254	-0.134037	-0.021756
contig69	6994	7787	0.203653	0.856020	0.511949	0.115459
contig69	7461	8096	0.214558	0.871742	0.457511	0.124139
contig69	7789	8472	0.063330	0.673765	0.152416	0.028584
contig69	8097	13266	-0.020761	4.105984	-0.070610	-0.013106
contig69	8511	55085	-0.064771	1.169604	-0.406723	-0.029710
contig69	13441	58971	-0.084987	1.287401	-0.371797	-0.039972
contig69	55104	67559	-0.054162	1.435370	-0.200327	-0.024248
contig69	59036	68854	-0.051464	1.085240	-0.274434	-0.023070
contig69	67579	70267	-0.139335	1.002477	-0.647527	-0.067647
contig69	69037	71360	-0.158495	0.999005	-0.599032	-0.074006
contig69	70269	81401	-0.119975	0.998692	-0.525872	-0.056205
contig69	71375	82001	-0.093278	1.009726	-0.393735	-0.044690
contig69	81450	83351	-0.238761	1.040675	-0.553521	-0.107410
contig69	82004	84946	-0.258816	1.036596	-0.682607	-0.117437
contig69	83486	87970	-0.092978	1.029238	-0.780556	-0.045730
contig69	85057	89799	-0.061958	1.032475	-0.675067	-0.031544
contig69	88075	90768	-0.050592	1.000000	-0.431156	-0.025852
contig69	89830	102389	-0.039977	1.021036	-0.409418	-0.019408
contig69	90849	104470	-0.115764	1.010229	-0.768745	-0.054718
contig69	102390	105808	-0.190074	1.005551	-0.722735	-0.088585
contig69	104482	106943	-0.261851	1.011241	-0.679722	-0.117560
contig69	105832	107761	-0.312654	1.007216	-0.691739	-0.138183
contig69	107013	108488	-0.417507	0.994717	-0.665597	-0.175735
contig69	107770	127604	-0.325409	1.020109	-0.637099	-0.136728
contig69	108502	137365	-0.111858	1.909504	-0.436514	-0.050724
contig69	127734	142978	-0.023500	-0.189009	-0.066752	-0.013628
contig69	137392	145884	-0.010529	-0.122397	-0.058662	-0.006971
contig69	145514	153922	-0.055833	2.076602	-0.844846	-0.027677
contig69	145885	180553	-0.043184	-1.386803	-0.316720	-0.019224
contig69	155408	210401	-0.037867	-0.398968	-0.147813	-0.011860
contig69	180879	211950	-0.264703	1.179050	-0.592047	-0.116301
contig69	210403	220071	-0.193920	1.145616	-0.582277	-0.086248
contig69	212018	242982	-0.008075	-0.253050	-0.069004	-0.004375
contig69	220143	258388	-0.054080	1.505786	-0.318313	-0.024990
contig69	242983	273894	-0.048955	1.197771	-0.313387	-0.021492
contig69	258400	328579	0.023882	0.681742	0.288195	0.012431
contig69	273906	345073	0.028045	0.711751	0.348525	0.014147
contig69	328856	345495	0.027789	0.501768	0.243091	0.013633
contig69	345075	347282	0.013082	0.333088	0.101497	0.006197
contig69	345497	367475	0.000465	0.026751	0.004736	-0.000110
contig69	348377	384068	-0.008309	-0.454962	-0.067856	-0.004808
contig69	367936	391430	-0.016861	-1.525160	-0.170385	-0.008847
contig69	384272	467984	0.002982	0.123649	0.067463	0.001589
contig69	391487	531328	-0.000433	-0.013728	-0.006665	0.000330
contig69	475642	535553	-0.019692	-1.256207	-0.201455	-0.009410
contig69	531329	541174	0.002790	0.047286	0.016350	0.000199
contig69	535898	555557	0.052859	0.374090	0.220351	0.026004
contig69	541255	588168	0.040803	0.433599	0.247741	0.020508
contig69	555669	622314	-0.097741	1.269217	-0.389713	-0.038586
contig69	588170	647952	-0.105322	1.637368	-0.368829	-0.043014
